"","l2.t.0.582496032714844","l2.t.0.445651196128444","l2.t.0.308806359542044","l2.t.0.171961522955644","l2.t.0.0351166863692435","l2.t0.101728150217157","l2.t0.238572986803557","l2.t0.375417823389957","l2.t0.512262659976357","l2.t0.649107496562757","l2.t0.785952333149157","l2.t0.922797169735557","l2.t1.05964200632196","l2.t1.19648684290836","l2.t1.33333167949476","l2.t1.47017651608116","l2.t1.60702135266756","l2.t1.74386618925396","l2.t1.88071102584036","l2.t2.01755586242676"
"Dusp10",1.25986029438766,0.312320437981899,-0.117662137508827,0.104543560102007,0.140239424009238,-0.219830099641305,-0.423219977551138,-0.386428428429164,-0.280967699165452,-0.142800418047932,0.0251000920275858,0.219760508165306,0.438207507469429,0.677467767044153,0.93456796399368,1.2065347754222,1.49039487843393,1.78317495013306,2.08190166762379,2.38360170801032
"Gpm6b",0.260461839271353,-0.595278101609374,-0.85453466422905,-0.329320519291152,0.127109164423326,0.156280596437309,0.0670048513070111,0.00421267548945957,-0.00577527802749548,0.037884274071475,0.130314285821278,0.266637711256839,0.441977504413068,0.651456619324884,0.890198010027205,1.15332463055494,1.43595943494301,1.73322537722634,2.04024541143983,2.35214249161841
"Pamr1",-0.754624667450318,-0.69713528640768,-0.489109551467988,-0.121345542785845,0.056034890381898,0.022083345466941,0.119523788168719,0.359837892831853,0.58741708925953,0.774906261487023,0.925949957168889,1.04419272395969,1.13327910951399,1.19685366148636,1.23856092753135,1.26204545530353,1.27095179245745,1.26892448664769,1.25960808552881,1.24664713675536
"Spp1",2.85352627377626,1.88541706845428,1.29080518971471,1.14623749657286,0.774761951890216,0.0858500157691731,-0.339243790116807,-0.467890371282151,-0.549110811315957,-0.631351249002817,-0.714518957283372,-0.798521209098251,-0.883265277388082,-0.968658435093493,-1.05460795515512,-1.1410211105136,-1.22780517410955,-1.31486741888361,-1.40211511777641,-1.48945554372857
"Ecm2",-0.424409188034048,0.18725114685009,0.432961080326805,0.248900414389714,0.338126740084274,0.778309885413721,0.939349231044306,0.798829280330232,0.642549875418223,0.523434157205287,0.438103608718791,0.383179712986085,0.355283953034528,0.351037811891474,0.367062772584283,0.399980318140309,0.446411931586909,0.502979095951439,0.566303294261258,0.633006009543719
"Hhip",1.47203986738944,0.967287727409649,0.504088134797647,0.0939652340398508,-0.323717341204757,-0.664738832194588,-0.713704990521559,-0.540348753442871,-0.340776562229085,-0.152171544902252,0.0264633143455214,0.196125031322144,0.357810621835525,0.512517101693564,0.66124148670417,0.80498079267525,0.944732035414709,1.08149223073044,1.21625839443037,1.3500275423224
"Ifitm1",1.92445414669232,1.30864133144408,0.856781427267381,0.653314496927333,0.580865379612285,0.521970857820118,0.402046893551038,0.22458904806528,0.028973779106412,-0.176428007979317,-0.390726629725827,-0.613032402667041,-0.842455643336881,-1.07810666826927,-1.31909579399813,-1.56453333705738,-1.81352961398094,-2.06519494130273,-2.31863963555669,-2.57297401327672
"Pappa",2.98523127208144,1.61709381077048,0.624885801827473,0.193538319112015,0.0242315837930058,-0.114224321551692,-0.290084449395493,-0.471626095022216,-0.589598737627621,-0.635869572338379,-0.616956945326714,-0.539379202764895,-0.409654690825145,-0.234301755679706,-0.0198387435008169,0.227215999539269,0.500344127268335,0.793027293514111,1.09874715210437,1.41098535686688
"Itm2a",0.16680422825958,-0.553414754779413,-0.772877824601247,-0.392553345339952,-0.333292821107682,-0.723928544039923,-0.785231461062513,-0.475223468610369,-0.129772189711356,0.187736251782004,0.479842113815677,0.749085654335631,0.998007131287835,1.22914680261826,1.44504492627287,1.64824176019763,1.84127756233853,2.02669259064151,2.20702710305256,2.38482135751764
"Lgr4",1.27736105219814,0.100358258958171,-0.489666859161889,-0.314042926613731,-0.229535481256738,-0.450872718427221,-0.415351520740776,-0.108360571587745,0.204900403487876,0.47590780447398,0.708502865378693,0.906526820210164,1.07382090297652,1.21422634768591,1.33158438834646,1.42973625896633,1.51252319355363,1.58378642611652,1.64736719066314,1.70710672120161
"Nr2f2",1.61493376602555,1.14227005913118,0.712992489659575,0.340691633132354,-0.033348351966686,-0.345931612450112,-0.42021204573649,-0.306892134439203,-0.158803102379836,-0.00591160539824334,0.151345768785392,0.312532432450856,0.47721179787796,0.644947277346473,0.815302283136218,0.987840227526975,1.16212452279857,1.33771858123074,1.51418581510332,1.69108963669613
"Mmp13",0.901591900356973,0.580530197930034,0.495215824708233,0.670210960769484,0.594307176695033,0.248562168883769,0.153224515738443,0.289077517038926,0.373107327659101,0.357609480441953,0.251631944281785,0.0642226880728953,-0.195570319290409,-0.518699108913828,-0.896115711903063,-1.31877215936381,-1.77762048240176,-2.26361271212262,-2.76770087963208,-3.28083701603584
"Ppp1r14a",0.228332961880389,0.376703939383167,0.447999885615848,0.448386251889484,0.594327086603318,0.848967320633462,0.910968185119402,0.772429635454059,0.57292159818267,0.341926906331851,0.0823079830452009,-0.203072748533699,-0.511352865261269,-0.839669943993924,-1.18516156158808,-1.54496529490015,-1.91621872078656,-2.29605941610372,-2.68162495770804,-3.07005292245595
"Cd52",1.1448859857494,0.742182793099825,0.607994214810577,0.7780760862752,0.69558084915758,0.275702280178105,-0.0243734414827937,-0.152216761440392,-0.268861633742684,-0.404372598367127,-0.557034556011706,-0.725132407374412,-0.906951053153224,-1.10077539404613,-1.30489033075112,-1.51758076396618,-1.7371315943893,-1.96182772271846,-2.18995404965164,-2.41979547588684
"Sectm1a",-0.583631084684588,-0.0403928170718159,0.334117670472981,0.492989147004493,0.697541404520306,0.985816019279537,1.13521440112161,1.12057190279962,1.02186176594213,0.859383573217198,0.638934420612777,0.366311404116811,0.0473116197172525,-0.31226783659795,-0.706629868840849,-1.1299773810235,-1.57651327715794,-2.04044046125623,-2.51596183733041,-2.99728030939255
"Gpc1",1.67758244810795,0.681957735519612,0.321581678153028,0.686996298765981,0.484853397580578,-0.42138608463459,-0.862597310302923,-0.768520197777697,-0.632271249245554,-0.546256959263561,-0.505910540690788,-0.506665206386312,-0.543954169209225,-0.613210642018588,-0.709867837673488,-0.829358969033004,-0.967117248956204,-1.11857589030217,-1.27916810592999,-1.44432710869873
"Rgmb",1.04175624820567,-0.351494412278088,-0.891060628184521,-0.243838666683257,0.595637901400766,1.01912046839035,1.05631052210849,0.88242946640943,0.697434252091832,0.537943817579866,0.401639546527568,0.286202822588958,0.189315029418095,0.108657550669004,0.04191176999571,-0.013240928947758,-0.0591191625073547,-0.0980415470290557,-0.132326698858821,-0.164293234342616
"Slc39a1",-1.16481755891074,-1.00249608824985,-0.838305433813619,-0.672112550629096,-0.508127244992501,-0.344895838769935,-0.175055234071374,0.00278890865953153,0.186728609449213,0.375998048102476,0.57011270299536,0.768588052503904,0.97093957500415,1.17668274887212,1.38533305248388,1.59640596421545,1.80941696244286,2.02388152554216,2.23931513188938,2.45523325986058
"Hoxd9",2.16152003634521,1.74953063466496,1.36652121355829,1.02093240020271,0.667992361048675,0.27011173685325,-0.185504346441396,-0.629009996889023,-0.965784214986529,-1.18613175053979,-1.30063684741646,-1.31988374948419,-1.25445670061064,-1.11493994466348,-0.911917725510354,-0.655974287018937,-0.357693873056885,-0.0276607274918511,0.3235409058085,0.685326782976515
"Trim12a",-1.06904281407904,-0.897143104905616,-0.725234035857136,-0.55331102076411,-0.38138313337454,-0.209494528518942,-0.0377159453189756,0.133948447793054,0.305528697715363,0.477036015337191,0.648477030867671,0.819858374515949,0.99118667649115,1.1624685670024,1.33371067625885,1.50491963446962,1.67610207184385,1.84726461859069,2.01841390491925,2.18955656103868
"Mt4",1.48686568169494,1.28743962205074,1.12263143279109,1.03247720907405,1.06667182133033,1.06718660606148,0.707567067431274,0.103517419897353,-0.436916522329093,-0.862509777968537,-1.18370240943798,-1.41093447915441,-1.55464604953484,-1.62527718299627,-1.63326794195569,-1.58905838883012,-1.50308858603654,-1.38579859599196,-1.24762848111338,-1.0990183038178
"Notch2",-1.66468193628833,-1.37376263226987,-0.99393952190293,-0.512806124310963,-0.113287854316633,0.161847804559185,0.43450848343707,0.710120352005478,0.935013968021414,1.10292058762309,1.21902084684814,1.28849538173424,1.31652482831905,1.30828982264023,1.26897100073543,1.20374899864233,1.1178044523986,1.01631799804187,0.904470271609815,0.787441909140109
"Cdkn1b",-0.136752043738272,-0.278567938322682,-0.380572736045762,-0.419013384918924,-0.409502361146214,-0.351299717064816,-0.224334338485337,-0.0499744951604006,0.13395260104943,0.319983266052997,0.507926266323589,0.697590368334512,0.888784338559056,1.08131694347052,1.2749969495422,1.4696331232474,1.66503423105941,1.86100903945152,2.05736631489704,2.25391482386927
"Slc10a6",-2.33774855735334,-1.12346489012323,-0.515428105632731,-0.601238598996597,-0.154642067431044,0.862660511641776,1.18316847171074,0.831628871073662,0.470760737137258,0.221255139312029,0.0729882106787834,0.0158360843183164,0.0396748933114326,0.134380770738931,0.28982984968162,0.495898263220298,0.742462144435767,1.01939762640883,1.31658084222029,1.62388792495094
"Amd1",0.443291964448953,-0.158326356846032,-0.395684430748624,-0.199673930562944,-0.249580250245508,-0.612103064807733,-0.662611218228454,-0.386438443083218,-0.076755479274838,0.210981144106341,0.478766548917335,0.728595857015152,0.962464190256824,1.18236667049937,1.39029841959979,1.58825455941513,1.77823021180239,1.96222049861859,2.14222054172076,2.3202254629659
"Aqp5",1.14275979539344,0.689430282038351,0.610321881572767,0.949214063683235,0.908700737987016,0.381312072733963,0.0454373772784001,-0.0318555911629818,-0.102896754044512,-0.21398985371579,-0.361493805014105,-0.541767522776752,-0.75116992184103,-0.986059917044235,-1.24279642322367,-1.51773835521662,-1.80724462786038,-2.10767415599226,-2.41538585444954,-2.72673863806953
"Rasd1",2.23065711849867,1.66615731874847,1.17409877543745,0.770725272952489,0.331993890797683,-0.105140313190274,-0.339725275252671,-0.410071484727413,-0.465168483055093,-0.532978190693267,-0.612344906795536,-0.702112930515489,-0.801126561006714,-0.908230097422804,-1.02226783891735,-1.14208408464394,-1.26652313375617,-1.39442928540763,-1.5246468387519,-1.65602009294259
"Wisp2",-0.194058337579938,0.416808147335509,0.817388032269226,0.907121308472953,0.863981947314132,0.827906155683289,0.8442284934069,0.883618071651397,0.888950149154223,0.85226539994085,0.77738353553094,0.668124267444144,0.528307307200117,0.361752366318511,0.17227915631898,-0.0362926112788199,-0.260143224955236,-0.495452973190612,-0.738402144465299,-0.985171027259637
"Zfp703",3.37921780762402,1.10367082447942,-0.0445825748691826,0.271217283326206,0.378768700629156,-0.230308481763126,-0.612315514621138,-0.619340523829852,-0.540246879814171,-0.433598615732657,-0.301900697045855,-0.147658089214303,0.0266242423014902,0.218441332040979,0.425288214543644,0.644659924348961,0.874051495996382,1.11095796402539,1.35287436297546,1.59729572738606
"Anpep",-0.91177082531662,-0.843547779754629,-0.679544269160234,-0.391899142113074,-0.12630862656953,0.0518912488084641,0.187580197378867,0.309702928285378,0.432142674387482,0.55733104313864,0.685018159752568,0.814954149442991,0.946889137423636,1.08057324890822,1.21575660911047,1.3521893432441,1.48962157652284,1.62780343416042,1.76648504137055,1.90541652336696
"Emcn",0.921903534750972,0.765982494479921,0.60514127411846,0.432237256047533,0.234522912025408,0.0232501437901143,-0.167846120291918,-0.333604948458306,-0.484076451027376,-0.622139065917701,-0.748920873827336,-0.865549955454349,-0.973154391496815,-1.0728622626528,-1.16580164962037,-1.2531006330976,-1.33588729378256,-1.4152897123733,-1.49243596956791,-1.56845414606446
"Mest",-3.91873438582197,-2.5054250113253,-1.32575403465457,-0.562722950074776,-0.273753822773741,-0.270456489938081,-0.171248792556206,0.0607861509209119,0.288046311656491,0.485840200119924,0.656846568335955,0.803744168329323,0.929211752124767,1.03592807174703,1.12657187922085,1.20382192657097,1.27035696582213,1.32885574899907,1.38199702812652,1.43245955522924
"Megf6",1.28440223259684,0.951776487803405,0.820271563478629,0.866901021184343,0.500256885050729,-0.226045661148537,-0.577148829659438,-0.544817129374819,-0.482727988536324,-0.457033063164504,-0.464423788216941,-0.501591598651204,-0.565227929424865,-0.652024215495508,-0.7586718918207,-0.881862393358021,-1.01828715506504,-1.16463761189934,-1.31760519881848,-1.47388135078005
"Nkain4",-0.628315409910118,-0.54289349928461,-0.463289349555734,-0.374776024099693,-0.208500435785528,0.0618785897670031,0.40587863013254,0.750315154584164,1.01706524179892,1.1974438741252,1.29930300200742,1.33049457588999,1.29887054621732,1.21228286343381,1.07858347798386,0.905624340311887,0.701257400862281,0.473334610079467,0.229707918407845,-0.0217707237081892
"Nfkbia",0.815848292223122,-0.0442974575312682,-0.422356977189817,-0.169760605584844,0.0128869670003602,-0.136817277792624,-0.308098525433617,-0.386254159719231,-0.383554404635377,-0.308003348192973,-0.166223835970085,0.0351612864552498,0.289529173504976,0.590256979601044,0.930721859165408,1.30430096662002,1.70437145638683,2.12431048288778,2.55749520054483,2.99730276377993
"Adamts10",0.16913434644974,-0.460494531036756,-0.799681745213658,-0.679564006598423,-0.241075258033863,0.249343766183935,0.486411144339086,0.511123234279942,0.52290320754043,0.558688881433295,0.616297919537402,0.693547985431638,0.788256742694858,0.898241854905961,1.02132098564381,1.15531179848728,1.29803195701525,1.4472991248066,1.60093096544019,1.75674514249491
"Kbtbd11",-0.368976016020043,-0.211412114676514,-0.0494563424528146,0.121426301316863,0.305600918896182,0.483488108715143,0.61524859115947,0.701272514814488,0.761821474811976,0.802309473151045,0.82456023361884,0.830397480002478,0.821644936089091,0.800126325665804,0.767665372519758,0.726085800438062,0.677211333207856,0.62286569461627,0.56487260845042,0.505055798497449
"Cpq",-1.10494320974609,-0.758727270339233,-0.541159342477731,-0.424152501275357,0.0159860582948932,0.677149354274314,0.922047572570484,0.789345199164114,0.643838994408318,0.552434218684485,0.51021256026244,0.512255707412,0.553645348402987,0.629463171505222,0.734790864988528,0.864710117122728,1.01430261617764,1.17865005042309,1.3528341081289,1.53193647756489
"Hs3st1",-0.271709661265507,-0.23141160818759,-0.166222075304712,-0.156384098595173,-0.547087924838774,-1.17140309447593,-1.36412486160343,-1.13844734022837,-0.839508620119488,-0.534842400940407,-0.224969364424788,0.0895898076937156,0.408314433681448,0.730683831804756,1.05617732032999,1.38427421752349,1.71445384165161,2.04619551098069,2.37897854377708,2.71228225830712
"Smpd3",0.077657612029321,0.296230585376192,0.480905536778465,0.619889822328858,0.756889350803125,0.89288221732786,0.979652735510198,1.0075290901965,0.988626267103357,0.928361117456953,0.83049385276215,0.698784684523781,0.536993824246689,0.348881483435711,0.138207873595691,-0.0912667937685321,-0.33578230715212,-0.591578455050224,-0.854895025958012,-1.12197180837064
"Ephx1",-1.35193333430469,-1.02419761337282,-0.692487552529287,-0.314731563100067,0.243320017177884,0.808720764785789,0.935312902508722,0.724887938733533,0.527339158968973,0.404977039429174,0.35096642918462,0.35847217730578,0.420659132863135,0.530692144927154,0.681736062568319,0.866955734857105,1.07951601086399,1.31258173965944,1.55931777031394,1.81288895189797
"Dennd5b",0.195664936108451,0.0309004896828598,-0.0154698953432721,0.0327554506446985,-0.207410159125969,-0.652815861498987,-0.742420230178233,-0.494775488562996,-0.211439764313932,0.0505332296244667,0.293085559644066,0.518159292136752,0.727696493494401,0.92363923010889,1.10792956837211,1.28250957467592,1.44932131541223,1.61030685697289,1.76740826574979,1.92256760813481
"Bnip3",0.194589924587485,-0.51669158244483,-0.63997582027605,-0.0014424268017364,0.516660026884854,0.566509971597315,0.505143444174589,0.473101281659083,0.467663861775755,0.486213278798561,0.526568911190612,0.586550137414965,0.663976335934699,0.756666885212901,0.86244116371264,0.979118549896998,1.10451842222903,1.23646015917186,1.37276313918852,1.5112467407421
"Fgfr4",0.484724430797911,0.527095885924141,0.544630379770598,0.546854209255959,0.629872064831522,0.762637947294508,0.784809223501995,0.684820387608245,0.527510418645013,0.328576796758145,0.0918034903952466,-0.179025531996079,-0.48012630196823,-0.807714851073602,-1.15800721086459,-1.5272194128936,-1.91156748871302,-2.30726746987525,-2.71053538793268,-3.11758727443772
"Pmaip1",1.27635533360411,0.825591483516126,0.436229534099605,0.109893442954938,-0.301606519165903,-0.750889226908416,-0.991087263926152,-1.02715503555101,-0.988269392580331,-0.902958367045526,-0.775442448270608,-0.609942125579597,-0.410677888296487,-0.181870225745312,0.0722603727499452,0.347493417865247,0.639608420276598,0.944384890659984,1.25760233969139,1.5750402780468
"Cdkn2d",2.03683028488176,0.25065038313511,-0.699011635797941,-0.511732892596721,-0.248592182836868,-0.335122698196022,-0.349031588722064,-0.214039486336089,-0.0503496056744303,0.118124488369954,0.290947867307711,0.467685602649513,0.647902765906017,0.83116442858789,1.01703566220578,1.20508153827037,1.39486712829231,1.58595750378227,1.77791773625089,1.97031289720886
"Adm",-0.482292729853237,-0.463286924546864,-0.458584330255769,-0.408344946903389,-0.0657268409343283,0.450677107973781,0.668501440745435,0.61376201470222,0.55247072434541,0.533229487610027,0.552215572348664,0.605606246413923,0.689578777658401,0.800310433934695,0.933978483095403,1.08676019299312,1.25483283148045,1.43437366640999,1.62155996563433,1.81256899700607
"Emp2",1.48290127843086,0.464058222432245,-0.0854607031296929,0.0134380675569434,0.20011567706411,0.155814198596125,-0.0571031565439406,-0.308973687075959,-0.470579332365092,-0.524958005387448,-0.48185761271273,-0.351026060910654,-0.142211256550916,0.134838893796762,0.470376483562689,0.854653606177149,1.27792235507044,1.73043482367285,2.20244310541467,2.6841992937262
"Csgalnact1",-0.425450030083727,0.0409063428892481,0.449925146624938,0.691120565658361,0.51904924957645,0.0935961986988941,-0.044373575275231,0.105506579576102,0.278066323758953,0.42369569056593,0.544842896122104,0.64395615655256,0.723483687982379,0.785873706536638,0.833574428340415,0.869034069518792,0.894700846196854,0.913022974499673,0.926448670552334,0.937426150479912
"Sox2",1.11761746195529,0.935323368331328,0.75302967825459,0.570736559001818,0.38844357300911,0.206150365263554,0.0238567939438023,-0.15843704216294,-0.34073095082514,-0.52302489245482,-0.705318864054942,-0.887612862628459,-1.06990688517833,-1.2522009287075,-1.43449499021895,-1.61678906671561,-1.79908315520044,-1.98137725267641,-2.16367135614647,-2.34596546261357
"Fcgr2b",1.21142670287664,0.662269295443957,0.444421596125192,0.629553915634673,0.626812846613738,0.259628357503315,-0.135081536935043,-0.445310562271412,-0.697662191676559,-0.901160364223238,-1.06024630326221,-1.17936123214426,-1.26294637422014,-1.31544295284064,-1.34129219135651,-1.34493531311853,-1.33081354147748,-1.30336809978411,-1.2670402113892,-1.22627109964353
"Bcl11b",1.18043554173449,0.917933525547289,0.768049194048336,0.779496765521653,0.836875592684482,0.826318039846668,0.675451324652851,0.425598403039897,0.16410625900535,-0.0924883565038475,-0.344630673353638,-0.592765921409971,-0.837339330538776,-1.078796130606,-1.31758155147758,-1.55414082301945,-1.78891917509757,-2.02236183757786,-2.25491404032628,-2.48702101320875
"Dcbld2",0.0951545422630262,-0.792613487346452,-0.987023101433639,-0.33270832748826,-0.0421666357912386,-0.370258964446265,-0.439766971316017,-0.15799205053931,0.153761442669277,0.435010522694572,0.688528318007774,0.917087957080098,1.12346256838275,1.31042528038694,1.48074922156387,1.63720752038476,1.78257330532081,1.91961970484324,2.05111984742325,2.17984686153205
"Ms4a7",1.63230082928841,0.58741159631094,0.191813913990803,0.546236028093243,0.356732721358021,-0.552035017319145,-1.07526005023709,-1.09285932927931,-1.00312685531651,-0.885849941594065,-0.743532628090119,-0.578678954782821,-0.393792961650326,-0.191378688670778,0.0260598241776695,0.25601853691687,0.495993409568669,0.743480402154922,0.995975474697467,1.25097458721817
"Pf4",2.37041162043775,1.04971959755274,0.469055399949704,0.798410352283075,0.757386275475769,0.0424392226918654,-0.47818659006645,-0.662322809312006,-0.764417223073165,-0.836505258194992,-0.881314767281061,-0.901573602934949,-0.90000961776023,-0.879350664360479,-0.842324595339272,-0.791659263300189,-0.730082520846801,-0.660322220582688,-0.585106215111421,-0.50716235703658
"Lgr5",-0.165392766720581,0.502845035995283,0.979570078737942,1.109410459484,0.829924837560949,0.391987604102598,0.292436818296911,0.46836065907463,0.597295923984954,0.624152687739237,0.558210814078932,0.408750166745499,0.185050609480397,-0.103607993974918,-0.447945779878987,-0.838682884490346,-1.26653944406754,-1.72223559486912,-2.19649147315361,-2.68002721517956
"Ccl11",0.158962783863072,0.192708885160584,0.160360708291582,0.115298287912661,0.41301871371864,0.943430219174629,1.13021376585164,0.988232249184287,0.82112008186878,0.68559282650502,0.578779127461048,0.497807629104883,0.439806975804538,0.401905811928042,0.381232781843417,0.374916529918684,0.380085700521857,0.393868938020974,0.413394886784044,0.435792191179091
"St3gal5",2.6338119095594,1.48360766482312,0.775170550259305,0.607159250077294,0.209953977216481,-0.4783162971373,-0.724914121000878,-0.549538990275785,-0.343518712505593,-0.179828551181815,-0.054620313900226,0.0359541917434002,0.0957431581532697,0.12859477773361,0.13835724288864,0.12887874602257,0.104007479539631,0.0675916358440279,0.0234794073399884,-0.0244810135682675
"Calml4",-0.785797372608435,-0.721846185421186,-0.631687489945201,-0.465529051836998,-0.115268006569491,0.308426037151327,0.497098723149311,0.48738093156006,0.477703332592829,0.503945888110566,0.56284312952372,0.651129588242751,0.765539795678119,0.90280828324028,1.05966958233969,1.23285822438682,1.41910874079211,1.61515566296603,1.81773352231903,2.02357685026157
"Rnd1",-0.435295551715681,-0.876713148803161,-0.75793387405342,0.000442909299605629,0.253487756880981,-0.18742223539381,-0.405277598505703,-0.268251591749221,-0.0657653702989827,0.144964118697472,0.363187487281387,0.588155347494016,0.819118311376616,1.05532699097044,1.29603199831674,1.54048394545677,1.78793344443179,2.03763110728305,2.28882754605179,2.54077337277929
"Plek",0.60945996298581,0.544728863229192,0.484767584019785,0.426473955750107,0.346137375582422,0.233216200970422,0.094367399110925,-0.061309200170584,-0.22540915203239,-0.395852785250246,-0.572063401519053,-0.75346430253371,-0.939478789989133,-1.12953016558021,-1.32304173100187,-1.519436787949,-1.71813863811651,-1.9185705831993,-2.12015592489229,-2.32231796489037
"Neurl3",0.54289136587414,0.389665517798033,0.249812591128256,0.108048526545727,-0.124668044456045,-0.449999914985468,-0.771800306884668,-1.0311779281189,-1.200836075912,-1.28209330574522,-1.28298606470584,-1.21155079988111,-1.07582395835829,-0.88384198722464,-0.643641333567425,-0.363258444473908,-0.0507297670313396,0.285908251673003,0.638619164551866,0.999366524517999
"Rdh10",2.29982882406183,0.516082335643194,0.0327993482606591,1.00704163964402,0.689373714366483,-1.19742938647764,-2.14435498456902,-1.94249443873465,-1.57544725108235,-1.23322810662031,-0.913579910513052,-0.614245567925094,-0.332967984020968,-0.0674900639651917,0.184445287077716,0.425095163943247,0.656716661466847,0.881566874484012,1.10190289783023,1.31998182634098
"Cdkn2c",0.410498070431577,0.353086861031038,0.38061815948333,0.518633622304815,0.638904980018403,0.634113877334013,0.458253372348607,0.198706297668779,-0.0112740824644798,-0.151118407576161,-0.227202682668238,-0.245902912742659,-0.213595102801397,-0.136655257846402,-0.0214593828796449,0.125616517096916,0.298196437081324,0.489904372071615,0.694364317065832,0.905200267062006
"Oxtr",0.224215594980287,0.193655107541073,0.20800598251929,0.312358835673542,0.551000549391139,0.828309775540576,0.928291635558151,0.850307499730656,0.699883548560378,0.501101708236843,0.25835815050127,-0.0239509529051393,-0.341429430241182,-0.689681109765656,-1.06430981973735,-1.46091938841507,-1.87511364405761,-2.30249641492376,-2.73867152927232,-3.17924281536208
"Cst6",-1.16575374276154,0.171504349250048,1.27419999569722,1.89994166258076,1.77976363826865,1.09820609675841,0.460301119703324,0.0263290834300279,-0.294059112048387,-0.525355923478784,-0.675660567592803,-0.753072261122075,-0.765690220798249,-0.721613663352954,-0.628941805517828,-0.495773864024512,-0.330209055604646,-0.140346596989865,0.0657142950881926,0.279874403897888
"Cdo1",0.942703774202442,0.552716833618791,0.243580133685091,-0.00125492348891585,-0.443054550426693,-0.992209397979982,-1.20645964666903,-1.10591957441643,-0.935537223122499,-0.744439635968407,-0.534510016214165,-0.307631567119792,-0.0656874919452957,0.189439006049314,0.455864723604004,0.73170645745877,1.0150810043536,1.30410516102848,1.59689572422338,1.8915694906783
"Igf1r",2.03314582196445,0.529324622006213,-0.261556049566812,-0.0832781466517963,0.159907337127672,0.0916816242094892,0.0476308452498511,0.100941988242201,0.171678404514583,0.24400203947916,0.317768600527546,0.39283379505136,0.469053330442222,0.546282914091751,0.624378253391562,0.703195055733281,0.782589028508526,0.862415879108909,0.942531314926057,1.02279104335159
"Hmox1",0.31074958858726,-0.502442731103766,-0.704574545409454,-0.178392980849595,-0.0620609450439209,-0.550474478634098,-0.742632403170382,-0.542063945671631,-0.276249586858431,-0.00921250278253482,0.258936149713991,0.52808521378909,0.798123532600693,1.06893994930674,1.34042330706517,1.61246244903391,1.88494621837091,2.1577634582341,2.43080301178141,2.70395372217079
"Chil3",0.399451265552912,0.411481776483374,0.416279788165012,0.402715131007737,0.348807442827891,0.247296864712534,0.108595672273722,-0.0484030151077531,-0.204519909691845,-0.356380410640901,-0.504371462830826,-0.648880011137532,-0.790293000436939,-0.928997375604956,-1.06538008151749,-1.19982806305047,-1.33272826507979,-1.46446763248138,-1.59543311013113,-1.72601164290498
"Ltbp2",-0.44680355610073,-0.229834506483708,0.0681747734627868,0.450250253669181,0.717193085892107,0.765280971530471,0.630359886700531,0.422904562798987,0.265541329089056,0.176827545218453,0.150522352110881,0.180384890690044,0.260174301879629,0.383649726603338,0.54457030578487,0.736695180347916,0.95378349121617,1.18959437931334,1.43788698556312,1.69242045088919
"Ifit1",-1.37055434230553,-1.06333928222406,-0.785532884901585,-0.519360026597948,-0.128241466595452,0.336595458899268,0.636436734241858,0.771471870170341,0.860138753160865,0.927073948189506,0.974253063252803,1.00365170634729,1.01724548546949,1.01701000861596,1.00492088378322,0.982953718967801,0.953084122166243,0.917287701375086,0.877540064590858,0.835816819810094
"Daam2",2.61385128576076,1.70417452265121,0.979464441141972,0.521487841649656,0.152164111887079,-0.189823717507965,-0.412950252218081,-0.535619712790704,-0.628913188026583,-0.70768263813526,-0.773248429037392,-0.826930926653633,-0.870050496904641,-0.903927505711066,-0.929882318993566,-0.949235302672793,-0.963306822669397,-0.973417244904045,-0.980886935297378,-0.987036259770063
"Efna5",1.11332209811542,0.847068410490976,0.60454668593661,0.383709358750303,0.117817050181784,-0.170803688062043,-0.36813350012306,-0.460167645701553,-0.485885083646258,-0.456917296469654,-0.378235668273701,-0.254811583160325,-0.0916164252314632,0.106378421410951,0.33420157266498,0.586881644428687,0.859447252600142,1.1469270130774,1.44434954175853,1.74674345454159
"Bcl2",3.54930717908228,1.87435521062674,0.635380490088044,0.0511178420516443,-0.20902707105736,-0.3982468668172,-0.586839356935164,-0.759099621208257,-0.866039662036216,-0.903283960615331,-0.87716849351369,-0.794029237299359,-0.660202168540426,-0.482023263804959,-0.265828499661034,-0.0179538526767287,0.255264700579877,0.547491183540707,0.852389619637694,1.16362403230276
"Sulf2",-0.286467928366882,-0.464893009005582,-0.398228008735148,-0.00781896796875309,0.359585168951662,0.52649134996778,0.561980187655867,0.541723537759781,0.525793918648244,0.5246182410364,0.536855237515179,0.56116364067552,0.596202183108359,0.640629597404631,0.693104616155284,0.752285971951244,0.816832397383455,0.885402625042853,0.956655387520375,1.02924941740696
"Lbh",2.22672733611764,0.740592281936631,0.230037751882889,0.872622436664011,0.818362806385777,-0.19915572995781,-0.629787654975981,-0.367296562103222,-0.0503161974096828,0.201453694736682,0.39394133911289,0.533074960495957,0.624782783662902,0.674993033390728,0.689633934456464,0.674633711637119,0.635920589709714,0.579422793451258,0.511068547638773,0.43678607704927
"Enah",1.1213331282905,-0.078016900511281,-0.470464766557794,0.0753015954301976,-0.0248737948616387,-0.944476151227173,-1.26069694319281,-0.898378726418677,-0.471418425460068,-0.0956597865534871,0.23355188685123,0.520871291304288,0.770953123355863,0.988452079556139,1.17802285645531,1.34432015060355,1.49199865855104,1.62571307684798,1.75011810204456,1.86986843069095
