"","l2.t.0.582496032714844","l2.t.0.445651196128444","l2.t.0.308806359542044","l2.t.0.171961522955644","l2.t.0.0351166863692435","l2.t0.101728150217157","l2.t0.238572986803557","l2.t0.375417823389957","l2.t0.512262659976357","l2.t0.649107496562757","l2.t0.785952333149157","l2.t0.922797169735557","l2.t1.05964200632196","l2.t1.19648684290836","l2.t1.33333167949476","l2.t1.47017651608116","l2.t1.60702135266756","l2.t1.74386618925396","l2.t1.88071102584036","l2.t2.01755586242676"
"Ctsc",1.97655205810187,0.760071929303633,0.350624911786452,0.867949852072306,0.685472578572738,-0.380961618257505,-0.883044755744811,-0.734413262688791,-0.54693177697565,-0.434335569858054,-0.389816888736413,-0.406567981011131,-0.477781094082612,-0.59664847535126,-0.756362372217479,-0.950115032081676,-1.17109870234425,-1.41250563040562,-1.66752806366618,-1.92935824952633
"Tpm2",2.48927066423006,0.887475395441665,0.373830971726171,1.13047565257731,1.03595442675028,-0.225339798332132,-0.894486120954707,-0.81419302008031,-0.66185101432281,-0.56549591708778,-0.520038009418634,-0.52038757235879,-0.561454886951657,-0.63815023424064,-0.745383895269156,-0.878066151080621,-1.03110728271843,-1.19941757122602,-1.37790729764678,-1.56148674302412
"Grb14",2.88446310514411,1.35966191320176,0.328146507164997,0.0713741445033672,0.331888504971838,0.684671769129647,0.679937206439614,0.382780185074844,0.0920482791491354,-0.138678253177921,-0.314854445869844,-0.44193533289014,-0.525375948202331,-0.570631325769922,-0.583156499556433,-0.568406503525373,-0.531836371640257,-0.478901137864603,-0.415055836161924,-0.345755500495728
"Ddah1",1.79186417936238,0.469739212203269,0.114095348809361,0.891692387094072,0.936942052879,-0.0130267052068993,-0.388020410748158,-0.0995420826588439,0.181783117630151,0.334713078833536,0.370920095413631,0.302076461832764,0.139854472553271,-0.104073577962524,-0.418035395252291,-0.790358684853706,-1.20937115230443,-1.66340050314215,-2.14077444290452,-2.62982067712922
"Rbm24",0.448100040271873,0.467176968499449,0.485426191653558,0.516388351969261,0.609870132682008,0.740746965212456,0.808938938569946,0.788654629600213,0.696673059553622,0.540996015137368,0.327413994021437,0.0617174938757902,-0.250302987629602,-0.602856952824774,-0.990153904039756,-1.40640334360458,-1.84581477384928,-2.30259769710388,-2.77096161569841,-3.24511603196292
"Mme",-0.252130994248875,-0.241253754922211,-0.0567839836367109,0.341868649706182,0.65149800982406,0.66800339333369,0.365913175764239,-0.0982393622739896,-0.51369435255328,-0.845926263157919,-1.10250082860381,-1.29098378340681,-1.41894086208281,-1.49393779914767,-1.52354032911728,-1.51531418650751,-1.47682510583423,-1.41563882161334,-1.33932106836068,-1.25543758059215
"Rnf112",0.171443348096423,0.332262245827702,0.579354731272063,0.919931143098597,1.15640502751733,1.1813089948769,1.02138817985228,0.77431481099923,0.55093440482568,0.369503029180065,0.226207135832567,0.117233176553378,0.0387676031126832,-0.0130031327193294,-0.0418925791724671,-0.0517142844765453,-0.0462817968613816,-0.0294086645567735,-0.00490843579254839,0.0234053412014902
"Hsd11b1",0.38451825593286,0.432120012304526,0.454116966190801,0.473831052589064,0.637717615640829,0.884178526797029,0.946899196278649,0.839331680429869,0.71024874588052,0.588055645443417,0.472126030562905,0.361833552683322,0.256551863249015,0.155654613704316,0.0585154554935727,-0.0354919599388767,-0.126993981148691,-0.216616956691525,-0.304987235123041,-0.392731164998898
"Cenpe",1.25016692122019,-0.0526416286237878,-0.414402394626989,0.34776351825657,0.489649221856524,-0.281790284084872,-0.580103759830429,-0.314110535187115,-0.0602387822328158,0.0776750633268376,0.110172629436798,0.0477955440420399,-0.0989145649124577,-0.319416069481738,-0.603167341720831,-0.939626753684775,-1.31825267742858,-1.7285034850073,-2.15983754847595,-2.60171323988958
"Csf1r",0.872586492226323,0.407573715371257,0.0779136530411677,0.0903811807527319,0.825902512512191,1.80933118750424,1.80691385777097,0.994687682907351,0.20364694999806,-0.417436014127116,-0.884011915721261,-1.2115314610375,-1.4154453563289,-1.5112043078486,-1.51425902184969,-1.44006020458527,-1.30405856230844,-1.12170480127231,-0.908449627729965,-0.67974374793452
"S100a4",0.277211274754979,-0.33562775933777,-0.534717632766438,-0.0869131046801106,0.775753355652928,1.56107487002268,1.66898024984317,1.25264922468149,0.799124035887267,0.398884960707301,0.0470878069948447,-0.261111617396855,-0.530557504614546,-0.766094046804981,-0.972565436114913,-1.15481586469109,-1.31768952468027,-1.46603060822919,-1.60468330748461,-1.73849181459328
"Fam189a2",2.49451658031112,2.22993410436604,1.93192330890411,1.56387446091609,1.08038863802732,0.516733965290821,-0.0143996861790157,-0.460160165233891,-0.808638408811224,-1.06444599633569,-1.23600753290301,-1.3317476236089,-1.36009087354908,-1.32946188781926,-1.24828527151514,-1.12498562973246,-0.967987567566913,-0.78571569011423,-0.586594602470115,-0.379048909730286
"Cks2",3.38757553974711,0.296172602967803,-0.789385646961727,0.605724227891991,1.06371816299949,-0.186075503083295,-0.762553080350383,-0.422917504189415,-0.0516870890910479,0.188145934981245,0.308526785393451,0.32140067951158,0.238712834701652,0.072408468329675,-0.165567202238361,-0.463268959636426,-0.808751586498525,-1.19006986545866,-1.5952785791508,-2.01243251020895
"Adh1",-0.645262493019177,-0.261931671623077,-0.0476490029525965,0.0270297640256735,0.492582390729563,1.22923359063892,1.45140284977486,1.19045218260599,0.875604404296956,0.588267999547207,0.32594193439684,0.0861251748859137,-0.133683312945517,-0.335984563057387,-0.523279609409632,-0.698069485962187,-0.862855226675003,-1.020137865508,-1.17241843642112,-1.3221979733743
"Hist1h2ap",-0.22612302190471,-0.140807884498249,0.0309346467293283,0.307388269525696,0.53300126179821,0.663347710891618,0.786581463217301,0.885524048727142,0.894486323826748,0.807756198594258,0.634032982150789,0.38201598361743,0.0604045121152857,-0.322102123234552,-0.75680461331098,-1.2350036489929,-1.74799992115922,-2.28709412068883,-2.84358693846064,-3.40877906535354
"Fosl1",2.4931863253055,0.610125000983813,0.0534754018629146,1.08621264749102,1.26572123917698,0.108341536331637,-0.568438651051093,-0.537031227672538,-0.416496687277014,-0.325620392575911,-0.261706139415196,-0.222057723640831,-0.203978941098763,-0.204773587634961,-0.221745459095404,-0.252198351326035,-0.293436060172809,-0.342762381481712,-0.397481111098686,-0.454896044869699
"Scd1",1.31393372105372,0.57925156581984,0.0682518544652,-0.0392767854449892,0.324244131772038,0.882992681614919,1.08902859980394,0.964280933819594,0.804109566456747,0.664419271567193,0.543348133471537,0.43903423649039,0.349615664944366,0.27323050315407,0.208016835440114,0.152112746123108,0.103656319523665,0.0607856399623868,0.0216387917598887,-0.0156461407632156
"Col26a1",1.87134699865513,1.3838859739265,0.897976628072957,0.417729287714024,-0.0444566054838217,-0.450659886067735,-0.745222759490594,-0.939914366257704,-1.07770008007465,-1.17023412108934,-1.22163027773834,-1.23600233845822,-1.21746409168554,-1.17012932585689,-1.09811182940881,-1.0055253907779,-0.896483798400702,-0.775100840713804,-0.645490306153769,-0.511765983157161
"Fdps",1.65480315427764,0.641146360285837,0.337212083307949,0.962495334011006,1.48135974798732,1.33627639750803,0.689724421812288,-0.134845450416085,-0.812349107479831,-1.29463341062306,-1.59944557383854,-1.74453281111904,-1.74764233645736,-1.62652136384624,-1.39891710727847,-1.08257678074684,-0.6952475982441,-0.25467677376305,0.221388478703564,0.715200945162942
"Gria4",-0.42855250102153,0.0146580669002838,0.198577212163119,0.172484019136439,0.763446339103347,1.75321002776019,1.8653338310252,1.21012446169514,0.56014278359736,0.0548053735147692,-0.319037247463088,-0.574534558246702,-0.724836037746527,-0.783091164873054,-0.762449418536736,-0.676060277648062,-0.537073221117499,-0.358637727855516,-0.153903276772586,0.0639806532208134
"Arl4c",1.57363164825236,0.478690628981859,0.112605920794371,0.567537822687097,0.318208834966507,-0.771363870955159,-1.27877986087399,-1.12051070663096,-0.898580918600975,-0.726633590607436,-0.600124862647031,-0.51451087471645,-0.465247766812381,-0.447791678931498,-0.457598751070505,-0.490125123226074,-0.540826935394902,-0.605160327573668,-0.678581439759061,-0.756546411947769
"Adrb3",2.2709454373091,1.65390606925661,1.11056725016791,0.667279750337565,0.231079442411583,-0.212393456016833,-0.582672182096776,-0.856892343082848,-1.0469073811828,-1.16067573452702,-1.2051289199115,-1.1871984541322,-1.11381585398511,-0.991912636266191,-0.828420317771422,-0.630270415296782,-0.404394445638242,-0.15772392559178,0.102809628046634,0.370274698481022
"Adrb2",1.42544419447335,1.0487189127039,0.809988991473953,0.71874257431411,0.457141107296073,-0.010518774151685,-0.398385237311416,-0.639459062611525,-0.790879320668826,-0.869280203727395,-0.881299836787105,-0.833576344847867,-0.732747852909542,-0.585452485972029,-0.398328369035194,-0.178013627098955,0.0688536148368405,0.335635231772287,0.615693098707499,0.902389090642591
"Ctla2a",-2.17767250029847,-1.49592026441781,-0.644794440828238,0.324854430995331,0.798907736635195,0.755679080370322,0.816501911094392,1.0371637155686,1.18206678674362,1.21357474477326,1.1419962363071,0.97763990799473,0.730814406485726,0.41182837842966,0.0309904704761171,-0.401390670725328,-0.875006398525091,-1.37954806627359,-1.90470702732125,-2.44017463501849
"Tnfrsf21",2.10768944045267,0.8070429473829,0.315609439805222,0.767674681830024,0.581669477823424,-0.470869946974323,-1.06511633221905,-1.06983926228241,-0.979111546808797,-0.889290169340204,-0.800292735512545,-0.712036850961723,-0.624440121323646,-0.537420152234223,-0.450894549329351,-0.364780918244949,-0.278996864616915,-0.193459994081164,-0.108087912273603,-0.0227982248301266
"Trim47",1.91105099704426,0.860347200359736,0.232223159565197,0.211130767648852,0.376023102357559,0.446621174279276,0.399036644978765,0.289436197598506,0.196412214040592,0.13295233876347,0.0963689255597795,0.0839743282221801,0.0930809005433391,0.1210009963159,0.165046969332524,0.222531173385869,0.29076596226859,0.367063689773338,0.448736709692773,0.533097375819554
"Fgf9",-0.985198250980677,-0.582306483022613,-0.191089790877996,0.164516256612096,0.428913872688326,0.623788762405827,0.843010772419531,1.06241603407285,1.20560259232686,1.26399054826181,1.24528886572491,1.15720650856332,1.00745244062424,0.803735625754855,0.55376502780235,0.265249610613912,-0.0541016619632739,-0.396579826082017,-0.754475917895134,-1.12008097355544
"Slc7a11",0.841943079674197,0.626134954961524,0.416011166169599,0.200286172782949,-0.0758133102653264,-0.405425268907335,-0.714542710741528,-0.959043567093683,-1.1195345461978,-1.19834391431984,-1.20289727245819,-1.1406202216112,-1.01893836277727,-0.84527729695474,-0.627062625141985,-0.371719948337395,-0.0866748675393133,0.220647016253867,0.542820102043803,0.872418788832108
"Ccnd1",0.215679622203364,0.158641356669232,0.238268586496124,0.515721906625448,0.856109153379565,1.06722696655571,0.96289333249564,0.65807003882017,0.389835330960287,0.198403095495102,0.0767912894796345,0.0180178699689349,0.0151007940180087,0.0610580186818958,0.148907501015615,0.271667198074204,0.422355066912685,0.593989064586076,0.779587148149422,0.972167274657735
"Ptch1",2.04338092218082,1.44334366873178,0.91048347561126,0.489701704557455,0.172339589843385,-0.0320943093873439,-0.094076982884952,-0.0620243195316647,-0.0134770235186658,0.036488601368903,0.0877436161424365,0.140159081813338,0.19360605939301,0.247955609892862,0.30307879432429,0.358846673698703,0.415130309027504,0.47180076132209,0.528729091593872,0.585786360854248
"Mef2c",2.21913107327659,1.10036089925482,0.383171479131562,0.250817294444406,0.329209121212595,0.287298863564925,-0.0350859662829262,-0.496691827167631,-0.843335388942646,-1.03712146304596,-1.09194618472047,-1.02170568920905,-0.840296111754588,-0.561613587599952,-0.199554251988035,0.231985759838288,0.71911031263614,1.24792327116263,1.80452850017488,2.37502986443002
"Dapl1",0.374743019802809,0.29472213556663,0.32096606796807,0.471707458352227,0.535413410948641,0.335238028616133,-0.202614674842324,-0.872829993254506,-1.37847934409073,-1.67745314600955,-1.78854008527617,-1.73052884815584,-1.52220812091376,-1.18236658981515,-0.729792941125233,-0.183275861109219,0.438395963967665,1.11643384784021,1.83204910424319,2.56645304691138
"Tsc22d3",0.667426679197373,0.510197270089174,0.258803194753732,-0.00227321348742338,0.263301515426049,0.88672819220972,0.996220743424115,0.63661023234716,0.295317178546386,0.0593278884661271,-0.0809307073227584,-0.135031678249406,-0.112548093742953,-0.0230530232325382,0.123880463852705,0.318679298083632,0.551770410031112,0.813580730266003,1.09453718935917,1.38506671788147
"Sema3b",-1.16592939505804,-0.42296258094753,0.0379960597123208,0.156969895000833,0.435893148051121,0.910042920549633,1.09265259305226,0.993454675994837,0.868024493195351,0.764454207328024,0.680756555035389,0.614944272959976,0.56503009774432,0.529026766030949,0.504947014462391,0.490803579681181,0.484609198329845,0.484376607050919,0.48811854248693,0.493847741280411
"Wnt16",0.996687489437021,0.296664764522898,-0.0170020579237487,0.168423947268189,0.27165919592257,0.15539685358024,0.214428654735464,0.447772654151266,0.655514038626279,0.80317527878866,0.896218205939551,0.940104651380099,0.940296446411461,0.90225542233478,0.831443410451204,0.733322242061884,0.613353748467972,0.476999760970607,0.329722110870951,0.176982629470143
"Sema3e",0.847438453952042,0.81679447637394,0.702540303112876,0.477173979653383,0.257675790005176,0.13155424897131,0.124297848082754,0.191877802191244,0.266241847805839,0.334688092521752,0.397754518238853,0.45597910685703,0.50989984027616,0.560054700396127,0.606981669116808,0.651218728338085,0.693303859959843,0.733775045881954,0.773170268004304,0.812027508226774
"Snai1",2.95299545150113,1.55684443109483,0.556587892051357,0.123060407672927,-0.141293735761832,-0.401339703108584,-0.503568516948315,-0.463641978673994,-0.3822396853331,-0.28041153780797,-0.160014431933547,-0.0229052635447573,0.12905907152347,0.294021677436208,0.470125658358522,0.655514118455487,0.848330161892176,1.04671689283364,1.24881741544498,1.45277483389124
"Lonrf1",2.70286613017962,1.18091548224989,0.261412604398935,0.120583538466679,-0.14444807980638,-0.699789583917751,-0.846752180434356,-0.599138503897682,-0.325836886928235,-0.0954294844601757,0.0959831775520689,0.252300573154074,0.377422176391431,0.475247461309718,0.549675901954513,0.604606972371404,0.643940146605969,0.671574898703781,0.69141070271044,0.707347032671512
"Pgm5",0.547187360629145,0.675069576362708,0.797044860123016,0.811093849759705,0.372301373688884,-0.342315046906022,-0.651853984120472,-0.55883646034424,-0.401994518354038,-0.247078446039497,-0.0939131643392041,0.0576764058082698,0.20786534346435,0.356828727690457,0.504741637548021,0.65177915209847,0.798116350403209,0.943928311523684,1.08939011452131,1.2346768384575
"Gas1",2.93810728207392,0.0572937356143702,-1.08223995209592,0.0124946170963889,0.657395667708857,-0.00929634180923415,-0.557105673546362,-0.668612114076526,-0.662448843300928,-0.605101427472528,-0.501222970687029,-0.355466577040148,-0.172485350627592,0.0430676044549263,0.286539184111704,0.553276284247015,0.838625800765188,1.13793462957047,1.44654966656718,1.75981780765959
"Plekhh2",2.15102142555623,0.937823068319977,0.151832591081896,-0.0146259723355154,0.0356398767751756,0.0631249309045665,0.095460382934941,0.136769308417502,0.17368402539049,0.204073535617388,0.22853103971146,0.247649738285995,0.262022831954278,0.272243521329585,0.278905007025203,0.282600489654407,0.283923169830486,0.283466248166717,0.281822925276386,0.279586401772772
"Abhd11os",-0.770237311385347,-0.736519480644277,-0.658683069773643,-0.442223942520164,0.132347670312441,0.855768456407748,1.12725256929432,1.00188415734962,0.845639544796101,0.726838495845158,0.642077050169283,0.587951247440968,0.56105712733271,0.557990729516995,0.575348093666326,0.609725259453187,0.657718266550076,0.715923154629487,0.780935963363912,0.849352732425842
"Ltbp1",1.08865473890782,-0.00386734045141641,-0.781526000862316,-0.946378115319758,-0.246467166885606,0.816464852571526,1.10673629718575,0.721724859333261,0.341311337123552,0.0881867544816936,-0.0492206103712178,-0.0824824792140672,-0.0231705738257544,0.117143384014823,0.326887672528776,0.594490569937204,0.908380354461212,1.25698530432191,1.6287336977404,2.01205381293778
"Fgf10",1.55864783715433,0.631375361035081,0.00548056913851022,-0.181257065269778,-0.205417600869642,-0.235550560759301,-0.258018675092833,-0.25601728785402,-0.218597142640255,-0.146233382767622,-0.0421027004778517,0.0906182119873504,0.248752662386265,0.429123958477178,0.628555408018381,0.843870318768152,1.07189199848478,1.30944375492656,1.55334889585176,1.80043072901867
"Xdh",-1.58648134807262,-1.15904944119168,-0.864539157998679,-0.637946706304846,0.0835676313830918,1.08610046818671,1.38724439219445,1.07348451982368,0.740849597143494,0.498463338900324,0.338121321054439,0.251619119566117,0.230752310395619,0.267316469503223,0.353107172849197,0.479919996393815,0.639550516097346,0.823794307920065,1.02444694782224,1.23330401176414
"Qpct",-0.757321739264249,-0.66813715106635,-0.627456096278439,-0.543956595835618,0.0259581671871513,0.880041801332544,1.18688833240774,0.994600671635211,0.774759571390316,0.614611641698922,0.508730230692547,0.451688686502684,0.438060357260831,0.462418591098489,0.519336736147154,0.603388140538326,0.709146152403499,0.831184119874189,0.964075391081872,1.10239331415806
"Phxr4",1.10794199345128,0.275258280433197,-0.075604732818333,0.124808728737296,-0.100237700622844,-0.81945649310774,-1.08831798813704,-0.871386680389842,-0.594235148436575,-0.338187847121969,-0.101326210024329,0.118268329278049,0.322514337206847,0.513330380183783,0.692635024630525,0.862346836968788,1.02438438362028,1.18066623100667,1.33311094554967,1.48363709367097
"Etv1",2.15594458206579,0.666539165465127,-0.242296653481516,-0.39940562880593,-0.668850790038583,-1.18046142768026,-1.21416473353887,-0.809278055569913,-0.377673152758821,0.00426268253222666,0.341044820077787,0.637188629652421,0.897209481030655,1.12562274398705,1.32694378829617,1.50568798373252,1.66637070007069,1.81350730708522,1.95161317455063,2.08520367224151
"Pnisr",1.15775503636934,0.271637376019453,-0.195759341431521,-0.0916060969313468,0.0618893367269952,0.0540415827411781,0.0902829177150716,0.198447144585792,0.308131190485841,0.406411323847064,0.494324263991151,0.572906730239827,0.643195441914803,0.706227118337791,0.763038478830498,0.814666242714644,0.862147129311943,0.906517857944101,0.948815147932837,0.99007571859986
"Ifi27l2a",-0.923624337999451,-1.43368541104443,-1.56464160881615,-1.12524380315869,-0.4035313256884,0.274025298565881,0.655754113461618,0.79340177731632,0.873110400305414,0.932466492682116,0.973320284502087,0.997522005821012,1.00692188669455,1.00337015717838,0.988717047328183,0.964812787199616,0.933507606848364,0.896651736330093,0.856095405700479,0.813688845015187
"Fbln5",0.0952488593392445,0.150981274384806,0.197196226750492,0.207175944586332,0.110276165787743,-0.0608771440231356,-0.171909023556712,-0.195835404403921,-0.16452194101242,-0.08758132952749,0.030838507496907,0.186589647506828,0.375524167948326,0.593494146267456,0.836351659910268,1.09994878632282,1.38013760295115,1.67277018724133,1.9736986166394,2.27877496859141
"Ogt",1.39884333614214,-0.440836266357878,-1.21809054679408,-0.582353353464752,0.00697631373596496,0.00336159073713367,0.0501336288267703,0.2684509766357,0.484451041300538,0.666519807970857,0.81774194010068,0.941202101144076,1.03998495455509,1.11717516378776,1.17585739229615,1.2191163035343,1.25003656095625,1.27170282801607,1.28719976816778,1.29961204486544
"6330403K07Rik",1.51127142770034,0.294986772830523,-0.283170203408161,-0.0859599594543956,-0.245784222229324,-0.894187799151925,-1.02519330576764,-0.631097075036321,-0.204895372990844,0.161851488744028,0.474548495651074,0.73860063321307,0.959412886912803,1.14239024223306,1.29293768465662,1.41646019966626,1.51836277274477,1.60405038937493,1.67892803503953,1.74840069522134
"Fbxo30",0.43218881851197,0.172232015817177,0.0153047583141106,-0.0126006968913966,-0.0808919937626277,-0.219937270988677,-0.29581129894449,-0.283625339941777,-0.219028965201298,-0.112122529915667,0.0332475967746469,0.213235045729177,0.423993447807451,0.661676433869005,0.92243763477338,1.20243068138008,1.49780920454867,1.80472683513865,2.11933720400958,2.43779394202097
"Tmem245",0.559761268110431,0.0600912859251206,-0.0525571836276913,0.230675106473008,-0.0408172580439006,-0.85239342335234,-1.14454989924065,-0.880519344840781,-0.539746575160875,-0.214452657045361,0.0967695778297982,0.395327297788639,0.682627671155183,0.960077866253485,1.22908505140757,1.49105639494147,1.74739906517923,1.99952023044489,2.24882705906247,2.49672671935602
"Plk2",0.35804316011775,-0.143716899211982,-0.213549028757885,0.206861902864668,0.225242801728552,-0.280449459396757,-0.550713197663049,-0.486194202619493,-0.339057543407006,-0.16087143778269,0.0455414373069129,0.277358404915276,0.531756788095874,0.805913909902174,1.09700709338765,1.40221366160577,1.71871093761001,2.04367624445383,2.37428690519071,2.70772024287412
"Dpp4",0.0815520391313538,-0.200918553909879,-0.431431874699314,-0.50123865384741,-0.157701990005227,0.433817439444627,0.714529597688642,0.685855021272558,0.624224710672733,0.581988564027334,0.557383475522333,0.548646339343686,0.554014049677354,0.571723500709299,0.600011586625485,0.637115201611863,0.681271239854397,0.730716595539057,0.783688162851788,0.838422835978564
"Nrip1",0.870651996972357,-0.0783477150511197,-0.406111227680025,0.0122087509323273,0.0406463797128753,-0.498215645763257,-0.675242596453204,-0.424005233373771,-0.124327514009494,0.151495894294238,0.405633565270188,0.640254072651142,0.857525990169879,1.05961789155917,1.24869835055179,1.42693594088052,1.59649923627815,1.75955681047744,1.91827723721118,2.07482909021214
"Dbx2",-1.09011574877327,-0.668520148462731,0.00383674057065464,0.84031836505512,0.892786839178136,0.176371313021973,-0.256261469481384,-0.256977393782597,-0.157636374563624,-0.0255488599044709,0.136308196063916,0.324957839210629,0.537423115404736,0.770727070515317,1.02189275041144,1.28794320096219,1.56590146803664,1.85279059750386,2.14563363523293,2.44145362709292
"Ppp1r10",0.684783210509082,-0.0132620192384706,-0.390751479442658,-0.334880899970905,-0.260134791562636,-0.318129579668808,-0.317494411515875,-0.224352204883777,-0.0935665671102584,0.0622706550274829,0.240882044769053,0.439990185354071,0.657317660022154,0.890587052012921,1.13752094456599,1.39584192092097,1.66327256431748,1.93753545799514,2.21635318519358,2.49744832915239
"Gdf10",0.734584002770575,0.0873316513173325,-0.482628804172685,-0.876449039591802,-0.936732813608829,-0.712666599013852,-0.455505642203554,-0.238272694020866,-0.0317944462983601,0.170110461066908,0.367857786289224,0.561863287582886,0.752542723162191,0.940311851241429,1.1255864300349,1.3087822177569,1.49031497262172,1.67060045284365,1.85005441663699,2.02909262221604
"Hspa1a",0.220580099081612,0.0946370797337892,-0.0141713666187551,-0.101170358773277,-0.191967691054476,-0.259816645628544,-0.228707781452876,-0.114423243373438,0.0249889348865428,0.177323759132909,0.341406443366891,0.516062201589729,0.700116247802661,0.892393796006927,1.09172006020376,1.29692025439441,1.5068195925801,1.72024328876208,1.93601655694158,2.15296461111985
"Ptprd",0.331549636913281,-0.487164078653852,-0.707803919997533,-0.248988197216086,-0.339831555567361,-1.04901946412917,-1.15910234795395,-0.655986135669708,-0.127992797425608,0.316521822322039,0.685146697981991,0.98547080396302,1.2250831146739,1.41157260452339,1.55252824792026,1.65553901927329,1.72819389299125,1.77808184348289,1.812791845157,1.83991287242234
"Fgf7",0.649042705033693,0.10646265998059,-0.181017824523064,-0.113854950305233,0.0124987290765348,0.0583383025377183,0.105223080817962,0.178009785955657,0.265274943431966,0.363903815582452,0.472863337436732,0.591120444024425,0.717642070375155,0.851395151518542,0.991346622484204,1.13646341830176,1.28571247400084,1.43806072461105,1.59247510516203,1.74792255068338
"Spsb1",0.762984901399764,-0.270177773488558,-0.707245554185886,-0.3555501504073,-0.0480612590078424,-0.0831914198518627,-0.0696119016699907,0.0676496612061304,0.22488939828791,0.38178332742368,0.538362885699436,0.694659510201182,0.850704638014919,1.00652970622665,1.16216615192237,1.31764541218808,1.47299892410979,1.6282581247735,1.7834544512652,1.9386193406709
"C3",-1.34480350003191,-0.972567742001351,-0.65902577520865,-0.383115668657463,0.0763775804477092,0.629513473360429,0.878808964759951,0.859377360486114,0.812748310890073,0.784479395199737,0.772901510332778,0.776345553206854,0.793142420739629,0.821623009848766,0.860118217451928,0.906958940466777,0.960476075810973,1.01900052040219,1.08086317115807,1.14439492499629
"Ms4a4d",-0.851562708589633,-0.838222240990698,-0.793918417340805,-0.630528743333013,-0.116796682770372,0.570266018333699,0.873417486664537,0.827733498744367,0.752258449233224,0.706775665029795,0.688558576560656,0.694880614252372,0.723015208531517,0.770235789824665,0.833815788558384,0.911028635159245,0.999147760053823,1.09544659366869,1.19719856643041,1.30167710876556
"Pi16",-0.822367076565805,-0.52136650760236,-0.305902514276597,-0.165878309030208,0.150346670401289,0.594528981379124,0.80886201233522,0.805469668440563,0.77718374970941,0.760628448114241,0.754737343915419,0.758444017373311,0.770682048748282,0.790385018300695,0.816486506290917,0.847920092979314,0.883619358626249,0.922517883492089,0.963549247837198,1.00564703192194
"Zfhx4",-0.0627948464611128,-0.892940168095552,-1.10455732259548,-0.580879899695683,-0.478739427128491,-0.942810743358532,-0.96550151261533,-0.511476058270749,-0.0387524685156455,0.368305404077352,0.715667170159331,1.0093024403814,1.25518082539466,1.45927193585021,1.62754538239916,1.76597077569259,1.88051772638163,1.97715584511735,2.06185474255087,2.1405840293333
"Gm20186",-0.327528125284757,-0.462025507797057,-0.307398969805094,0.133473672193093,0.116483583068498,-0.342181405104123,-0.407347517955696,-0.0644027400618964,0.290884419588949,0.585911562604929,0.826156872316464,1.01709853205401,1.16421472514802,1.27298363492891,1.34888344472714,1.39739233787317,1.42398849769741,1.43415010753033,1.43335535070235,1.42708241054394
"Lsmem1",-0.737099126662801,-0.494302715391877,-0.161638559038543,0.185248235586901,0.0508338315355743,-0.442819680588317,-0.547671687716572,-0.257580083453146,0.0659035698161901,0.354956456423687,0.612708646065865,0.84229020843926,1.0468312132404,1.22946173016583,1.39331182891206,1.54151157917564,1.67719105065309,1.80348031304094,1.92350943603573,2.040408489334
"Phactr2",0.20909100064951,-0.511798891570507,-0.843476174144664,-0.651162331623311,-0.446138483611382,-0.41626935999741,-0.328299629960577,-0.146782358482031,0.0541539549443481,0.259669378069128,0.469347628192445,0.682772422614451,0.899527478635288,1.1191965135551,1.34136324467405,1.56561138929226,1.79152466470989,2.01868678822707,2.24668147714397,2.47509244876072
"Ackr3",-1.38799019693187,-1.23013828008664,-0.954602223454934,-0.498716788295123,0.0568494796103421,0.534426830230051,0.7130260420345,0.674038664562912,0.62920510157832,0.617123049926236,0.63481509948552,0.67930384013504,0.747611861753653,0.836761754220228,0.943776107413625,1.06567751121271,1.19948855549634,1.34223183014338,1.49092992503269,1.64260543004314
"Acox3",-2.10272382950793,-1.81667338815031,-1.52612830553066,-1.22735797624916,-0.917791392146093,-0.583660804512085,-0.205383734535154,0.178885031390712,0.51096736865557,0.783972415293186,1.00327083408787,1.1742332878239,1.30223043928558,1.39263295125722,1.45081148652307,1.48213670786746,1.49197927807468,1.48570985992901,1.46869911621476,1.44631770971621
"Tcf7l2",0.0384934527198216,-0.545778123820886,-0.659599785715001,-0.193565679561339,0.0440935652280569,-0.11696625572249,-0.093087138343349,0.164619407962445,0.42600201963301,0.648992098232058,0.837079874038815,0.993755577332509,1.12250943839237,1.22683168749763,1.31021255492751,1.37614227096125,1.42811106587807,1.4696091699572,1.50412681347787,1.53515422671932
"Tm4sf1",0.00159008974857682,-0.59216333794291,-0.713165147838001,-0.238696677638454,0.0634362774711747,-0.0172409250992489,-0.0100683587844545,0.157386683276464,0.340633994083827,0.512249633767966,0.673291026976438,0.824815598356809,0.967880772556651,1.10354397422353,1.232862628005,1.35689415854865,1.47669599050202,1.5933255485127,1.70784025722825,1.82129754129623
"Cp",0.00225520138392179,-0.0799501966396858,-0.129845221895558,-0.117647820933985,-0.0197400860738251,0.127404881829519,0.236137368520659,0.306375634017727,0.380724331974979,0.466623810523974,0.563023998701829,0.668874825545658,0.783126220092577,0.904728111379695,1.03263042844413,1.165783100323,1.30313605605341,1.44363922467248,1.58624253521732,1.72989591672504
