"","l1.t.0.580472279743976","l1.t.0.473299333927341","l1.t.0.366126388110706","l1.t.0.258953442294071","l1.t.0.151780496477436","l1.t.0.0446075506608015","l1.t0.0625653951558334","l1.t0.169738340972468","l1.t0.276911286789103","l1.t0.384084232605738","l1.t0.491257178422373","l1.t0.598430124239008","l1.t0.705603070055643","l1.t0.812776015872277","l1.t0.919948961688912","l1.t1.02712190750555","l1.t1.13429485332218","l1.t1.24146779913882","l1.t1.34864074495545","l1.t1.45581369077209"
"Cystm1",1.57947447948203,1.37190705698667,1.15482289797474,0.922807969871966,0.718140669331476,0.612967486186164,0.592288308398673,0.563109632112737,0.466977832640475,0.315584274393363,0.124585209283618,-0.101513545330158,-0.360247375437067,-0.649151667026229,-0.965761806086755,-1.30761317860776,-1.67224117057835,-2.05718116798764,-2.45996855682475,-2.87813872307879
"Dab2",0.401403283301793,0.274328835854367,0.166253453342557,0.0930888829994056,0.0452887440177654,-0.00416819202426518,-0.0646457157606231,-0.129463465902921,-0.197437499855606,-0.278783567970717,-0.382073122289235,-0.507328724429576,-0.653007972450561,-0.817568464411025,-0.999467798369799,-1.19716357238571,-1.40911338451759,-1.63377483282427,-1.86960551536457,-2.11506303019734
"Ddx60",0.742759671745231,0.648112008266033,0.55444368224075,0.461543773058863,0.353795165747392,0.205948482431434,0.0212088680422956,-0.171734983909181,-0.35330129002113,-0.522727626476985,-0.68119699520166,-0.829496078982898,-0.968339010256639,-1.09843992145882,-1.2205129450254,-1.3352722133923,-1.44343185899548,-1.54570601427086,-1.6428088116544,-1.73545438358204
"Dmd",0.45463046817144,0.33960003062092,0.224587879986984,0.109607408486662,-0.00537878165661678,-0.120444623688245,-0.235660344652529,-0.351091733657815,-0.466760722798263,-0.5826069987882,-0.698574969200502,-0.814649695723352,-0.930823682204792,-1.04708943249289,-1.16343945043572,-1.2798662398813,-1.3963623046777,-1.51292014867296,-1.62953227571517,-1.74619118965234
"Dock9",1.46759046816149,1.30274243881551,1.1480131587274,1.01121819257308,0.877608025647936,0.717476930832339,0.526811950440456,0.324742510910908,0.122999102537375,-0.0821371874665953,-0.29476212621057,-0.515054395812684,-0.742475615126973,-0.976487403007427,-1.21655137830807,-1.4621291598829,-1.71268236658594,-1.96767261727118,-2.22656153079263,-2.48881072600432
"Egr1",0.48552378445494,0.480060020051384,0.46146611833169,0.415898626739397,0.30819438674785,0.0928963037462632,-0.178863702713161,-0.370320138069657,-0.421546490051895,-0.422863954874333,-0.456676168903471,-0.533198857533907,-0.649432996113251,-0.802379559989106,-0.989039524509071,-1.20641386502076,-1.45150355687177,-1.72130957540971,-2.01283289598218,-2.32307449393678
"Fbln7",0.855919330448897,0.675458427428107,0.520099743322212,0.409350354386575,0.308358620227232,0.146852616940921,-0.0720709131889541,-0.279467946059552,-0.437623503130142,-0.571933099572212,-0.707470388247895,-0.847828975874201,-0.992670322677355,-1.14165588888358,-1.29444713471909,-1.45070552041011,-1.61009250618287,-1.77226955226358,-1.93689811887847,-2.10363966625375
"Fgf7",0.467764300269559,0.403259239851433,0.349862987375845,0.315269310723983,0.270281803484462,0.162518768501069,0.00545597307739273,-0.128604675146437,-0.207139161734472,-0.276357948658634,-0.378342266789145,-0.517402965908362,-0.690936633583041,-0.896339857379939,-1.13100922486581,-1.39234132360742,-1.67773274117152,-1.98458006512486,-2.31027988303421,-2.65222878246632
"Fgf9",1.39918956523834,1.2553520364367,1.10177143980992,0.929925028947513,0.739384963726676,0.535706554649402,0.326872438169197,0.122866388972242,-0.0711367804829068,-0.259144708396776,-0.445081097734889,-0.629635127692031,-0.812903864149594,-0.994984372988975,-1.17597372009157,-1.35596897133877,-1.53506719261198,-1.71336544979259,-1.890960808762,-2.0679503354016
"Fmo1",0.536242222123191,0.425902396438551,0.330888728995235,0.263546766298199,0.20898604345051,0.134209865223828,0.0362128705668175,-0.0610001737826135,-0.143903310359047,-0.220470877444437,-0.298701506976347,-0.379670344987938,-0.463185121203345,-0.549053565346703,-0.637083407142145,-0.727082376313805,-0.818858202585816,-0.912218615682312,-1.00697134532743,-1.1029241212453
"Frmd4b",1.27158240835564,1.00061601621046,0.737759417016062,0.490142575644685,0.258648584653895,0.039765081470357,-0.167713759475725,-0.362853495478022,-0.545177517349366,-0.715211930446663,-0.873621945298037,-1.02115600753635,-1.15857779984856,-1.28665100492163,-1.40613930544252,-1.51780638409819,-1.6224159235756,-1.7207316065617,-1.81351711574346,-1.90153613380785
"Fxyd3",1.56926317426994,1.46040592128055,1.31226598719978,1.09525665643268,0.877707178469166,0.789591562121921,0.788061409676897,0.67591320743454,0.363762943754122,-0.0246952073603392,-0.375876802812337,-0.675279593947488,-0.926539361263838,-1.13329188525944,-1.29917294643235,-1.42781832528059,-1.52286380230224,-1.58794515799533,-1.62669817285791,-1.64275862738802
"Galnt15",1.6783138955527,1.4799311920786,1.28527520032328,1.09613349535359,0.891072212116221,0.634423752707443,0.338776766871018,0.0598186846962152,-0.170553170359363,-0.368054435407589,-0.549187462733471,-0.717279738541646,-0.873246952382572,-1.0180047938067,-1.15246895236449,-1.27755511760639,-1.39417897908286,-1.50325622634435,-1.60570254894132,-1.70243363642421
"Gbp5",0.801551890205621,0.654757284887523,0.506378674819453,0.354947602679907,0.199179226049126,0.0381197388574135,-0.125448306079441,-0.285441273930443,-0.438419760074119,-0.58613840655634,-0.730452514127342,-0.871823824338433,-1.0104589731943,-1.1465645966996,-1.28034733085903,-1.41201381167724,-1.54177067515893,-1.66982455730875,-1.7963820941314,-1.92164992163152
"Ghr",1.23071355153352,1.07958611456957,0.899785417057851,0.666348371012567,0.379759087689523,0.0601500696806081,-0.248889113292675,-0.483601136265271,-0.619206692406916,-0.705609474929269,-0.787949701418814,-0.873048404828427,-0.960711891682121,-1.05074646850392,-1.14295844181783,-1.23715411814789,-1.3331398040181,-1.43072180595249,-1.52970643047507,-1.62989998410987
"Gm10600",1.05843935387844,0.953719307045332,0.850366930309374,0.748268343036848,0.628264093286041,0.458844016958515,0.235324149542106,-0.0227982521730163,-0.294777381962092,-0.559114067190855,-0.799433429710029,-1.01468928915108,-1.20664154315757,-1.37705008937309,-1.52767482544119,-1.66027564900547,-1.77661245770947,-1.87844514919679,-1.96753362111099,-2.04563777109564
"Homer2",1.44829893756964,1.25718197324757,1.06780584209141,0.881719339089256,0.699380314301723,0.520228830244791,0.33939269032144,0.1482197240907,-0.0570227288589328,-0.270559982700883,-0.487057690806297,-0.705570824504576,-0.925957865559387,-1.14807729573441,-1.37178759679333,-1.59694725049982,-1.82341473861756,-2.05104854291022,-2.27970714514149,-2.50924902707504
"Hpgd",0.902846213554138,0.852539998164078,0.800337416102471,0.741713493923097,0.634542929336779,0.414410068907405,0.109303863427576,-0.170407749302793,-0.365415170986963,-0.517927387260196,-0.669375078761738,-0.825869472765819,-0.987056202214718,-1.15258090005071,-1.32208919921607,-1.49522673265308,-1.67163913330401,-1.85097203411114,-2.03287106801675,-2.21698186796311
"Ifi44",0.542887944091707,0.425810808941946,0.308734722473329,0.191660651407331,0.0745893662441475,-0.0424785094080081,-0.159542445832974,-0.276602001435671,-0.393657525883972,-0.510710852020115,-0.62776353706489,-0.744815844392733,-0.861867800525998,-0.978919431987036,-1.09597076529821,-1.21302182698187,-1.33007264356037,-1.44712324155607,-1.56417364749133,-1.6812238878885
"Kcnj8",0.61584189257126,0.611959347819747,0.591144940300632,0.537146826827022,0.428088461008143,0.240179056973427,-0.00978189381002593,-0.268914021848958,-0.501207647538775,-0.704783623806472,-0.88150565042725,-1.03315049850279,-1.16147902593437,-1.26825209062331,-1.35523055047088,-1.42417526337838,-1.47684708724712,-1.51500687997837,-1.54041549947343,-1.5548338036336
"Klf2",1.95227102841172,1.39879266707028,0.972992705810053,0.778259347035317,0.698472726176981,0.471983514045806,0.0863453787347431,-0.246666478479323,-0.414488313224585,-0.506040166580248,-0.607364419639936,-0.73048135976222,-0.873860757972764,-1.03597238529723,-1.21528601276128,-1.41027141139057,-1.61939835221076,-1.84113660624753,-2.07395594452651,-2.31632613807339
"Klhl13",0.535013035828071,0.44255024014301,0.349185152750465,0.253438496132348,0.145149353792162,0.00889165733466616,-0.151658040045213,-0.315738929512545,-0.468695007568818,-0.608486252599175,-0.734810920484896,-0.848379430295022,-0.950087488127316,-1.04083080007954,-1.12150507224944,-1.19300601073478,-1.25622932163332,-1.31207071104283,-1.36142588506105,-1.40519054978575
"Krt5",1.80308328671161,1.62886056934154,1.43883140132172,1.22129789474723,1.00679245462169,0.852042641137564,0.731856985026087,0.547997636349622,0.25969648926661,-0.0608490127505866,-0.348483758024936,-0.595534739891265,-0.804851650564047,-0.979284182257752,-1.12168202718685,-1.23489487756581,-1.32177242560909,-1.38516436353119,-1.42792038354655,-1.45289017786965
"Ldb2",0.508703552891573,0.480472002352936,0.434244709043345,0.35382362990235,0.231725680224064,0.0681515145130448,-0.110671040654596,-0.255727027072598,-0.347335631795287,-0.422522043538072,-0.514594719135228,-0.627472779927705,-0.759695322854003,-0.909801444852612,-1.07633024286203,-1.25782081382076,-1.45281225466728,-1.6598436623401,-1.87745413377771,-2.1041827659186
"Lgi2",0.786082255317075,0.670055514656357,0.585745596032732,0.5583919686482,0.552645316184331,0.492382997922906,0.358880580390675,0.185329621764804,-0.00415791484548633,-0.205978893571256,-0.418933219423029,-0.642221830881391,-0.87511907978653,-1.11689931797864,-1.3668368972979,-1.62420616958452,-1.88828148667867,-2.15833720042054,-2.43364766265033,-2.71348722520824
"Lpar4",0.254923134859289,0.100002460414968,-0.0350953348355678,-0.133853089968659,-0.207471090082409,-0.285897253497625,-0.374614619929182,-0.456980452054849,-0.523432195820192,-0.579189678568503,-0.629643659275172,-0.675878680695988,-0.718190987792492,-0.75687682552623,-0.792232438858739,-0.824554072751564,-0.85413797216625,-0.881280382064336,-0.906277547407368,-0.929425713156888
"Lrrc32",1.16759034325927,1.03697164769248,0.923534286285905,0.839326457517501,0.741373091478398,0.551074767522533,0.268412907339606,-0.0360517977358381,-0.314366239873924,-0.565777302154071,-0.794085866204975,-1.00114147520167,-1.18843645946216,-1.35746314930445,-1.50971387504654,-1.64668096700644,-1.76985675550215,-1.88073357085166,-1.98080374337299,-2.07155960338415
"Lsamp",1.53634973111916,1.30888961114362,1.1253628405394,1.02080925115187,0.947419000975546,0.803584881712966,0.60306061892044,0.462911888661371,0.431079975853349,0.418614728791997,0.345731504226491,0.204161578610374,-0.0012720365664267,-0.265746329813976,-0.584438289642342,-0.952524904561592,-1.3651831630818,-1.81759005371302,-2.30492256496534,-2.82235768534882
"Ltbp2",1.22539525966953,1.15494657024482,1.03356673610384,0.818157008431233,0.527798133723666,0.225607973074491,-0.0428625067424606,-0.248834463284955,-0.388316377802815,-0.502858932356582,-0.628408728703258,-0.769599614251108,-0.925333310122584,-1.09451153744015,-1.27603601732625,-1.46880847090333,-1.67173061929386,-1.88370418362027,-2.10363088500503,-2.33041244457059
"Lysmd2",1.72343358359954,1.12334651209394,0.653236471944883,0.418607384871005,0.304980410176719,0.0521313814945845,-0.348558849826016,-0.679370694802358,-0.82495910538385,-0.877555321376458,-0.926488527403345,-0.985011845977255,-1.05245188294332,-1.12813524414669,-1.2113885354325,-1.30153836264589,-1.39791133163201,-1.499834048236,-1.606633118303,-1.71763514767814
"Mturn",0.744999712696241,0.601573012819763,0.458138225964892,0.314687621132268,0.1712112071645,0.0276980822312581,-0.115849011742543,-0.259415192952014,-0.402990540038897,-0.546575267423926,-0.69017025825644,-0.8337750665026,-0.977389002807728,-1.12101137781715,-1.26464150217618,-1.40827868653013,-1.55192224152434,-1.69557147780411,-1.83922570601477,-1.98288423680164
"Myoc",1.20024818811993,1.0321502385482,0.863657229565274,0.69418743422216,0.520259535636109,0.336606533229199,0.143829449939117,-0.0522213290732208,-0.247787390120186,-0.443393383514494,-0.63980109957445,-0.837076891230667,-1.03515980434631,-1.23398888478453,-1.4335031784085,-1.63364173108138,-1.83434358866631,-2.03554779702647,-2.23719340202502,-2.43921944952511
"Nfib",0.9067502369168,0.660617550845736,0.443694818783214,0.279042722170144,0.131408608649808,-0.0724135616478959,-0.326099275679641,-0.551962861104751,-0.706985287906702,-0.81809126992344,-0.912391283714384,-0.994786819173158,-1.06611377953721,-1.12720806804398,-1.17890558793092,-1.22204224243548,-1.2574539347951,-1.28597656824723,-1.3084460460293,-1.32569827137878
"Notch2",0.670566263333031,0.563685556044003,0.487501281736328,0.465178634249006,0.44398976591727,0.321412322770318,0.0909044468604141,-0.167716543541283,-0.3993345829472,-0.601013872903732,-0.775352635891638,-0.92426219281777,-1.04952812009122,-1.15293599412112,-1.23627139131658,-1.3013198880867,-1.34986706084061,-1.38369848598741,-1.40459973993622,-1.41435639909617
"Ntn1",1.68781522321394,1.28136200933209,0.942535420972846,0.727523974724228,0.59576301688357,0.441981243148704,0.260171519310002,0.133652012175745,0.0929933005570033,0.0636171260582661,-0.0204855166829348,-0.165890087278477,-0.36829211487922,-0.623387128636008,-0.926870657699698,-1.27443823122114,-1.66178537835119,-2.0846076282407,-2.53860051004052,-3.01945955290151
"Pgr",1.20226676759487,1.09799225379554,1.02147108121815,0.994064214308202,0.974212890485849,0.87852389269352,0.692775076097303,0.46513829080606,0.230134869899228,-0.00751634935763852,-0.246688499132763,-0.487131769788627,-0.728756906338182,-0.971474653794375,-1.21519575717015,-1.45983096147847,-1.70529101173226,-1.95148665294449,-2.19832863012809,-2.44572768829602
"Phf11d",1.05738068950669,0.885522058755816,0.73817587015054,0.633957303530467,0.53247358890047,0.355197568569041,0.109189363878088,-0.121762987015011,-0.292679711636274,-0.436672107391317,-0.586017153560794,-0.745129503445037,-0.913323320960476,-1.08991277002353,-1.27421201455065,-1.46553521845823,-1.66319654566274,-1.86651016008058,-2.07479022562819,-2.28735090622199
"Plscr4",0.887089531528749,0.63184513021861,0.418058149774605,0.281087499073778,0.20946450447158,0.158956066413793,0.106099030261245,0.0465809687574659,-0.0265499686294261,-0.126471755680171,-0.263386678627111,-0.436712318985387,-0.643892005583641,-0.88236906725052,-1.14958683281467,-1.44298863110474,-1.76001779094937,-2.09811764117721,-2.45473151061691,-2.8273027280971
"Rad51b",1.369427063084,1.19418432436557,1.01690657863518,0.835724872074626,0.6492468048573,0.456498654038047,0.257901883690473,0.0551118792898308,-0.150430165155171,-0.35776762469659,-0.566184577687803,-0.775515971915135,-0.985697597560364,-1.19666524480527,-1.40835470383163,-1.62070176482122,-1.83364221795583,-2.04711185341723,-2.26104646138721,-2.47538183204752
"Ramp1",1.15587436656951,1.14432934027892,1.11326879234985,1.04631640530086,0.95280812529008,0.859510407770927,0.771232565604335,0.672915607132022,0.556021611251755,0.425594091935796,0.28682901636214,0.140952464256293,-0.0115362139616414,-0.170137667871559,-0.334352547053359,-0.50368150108693,-0.67762517955218,-0.855684232028996,-1.03735930809728,-1.22215105733693
"Scel",1.09708142466706,1.06748350175373,1.02554790340709,0.960233204050781,0.867344465295652,0.74775748848576,0.604595694919401,0.44289073972505,0.268188461989702,0.0868756708750257,-0.0960018831883783,-0.279619521974354,-0.463925278550934,-0.648867185986154,-0.834393277348048,-1.02045158570465,-1.20699014412399,-1.3939569856741,-1.58130014342302,-1.76896765043878
"Shox2",1.45655112977793,1.18108010643792,0.911960605533223,0.655306666872129,0.419582959452435,0.21540154016144,0.0618063245024357,-0.0149882923498309,-0.0219185060284573,-0.0287748470407621,-0.0941753518792334,-0.223402021574292,-0.41197313955267,-0.655406989241095,-0.9492218540663,-1.28893601745502,-1.670067762834,-2.08813537362995,-2.53865713326961,-3.01715132517973
"Sod3",1.10210571155389,0.855643460986426,0.64994350671287,0.517747068396487,0.418076532453924,0.26083730165145,0.0350488099060777,-0.198943924843333,-0.403168512143822,-0.586457533858267,-0.759813898794088,-0.925401248254512,-1.08376510342967,-1.2354509855097,-1.38100441568473,-1.52097091514489,-1.6558960050803,-1.78632520668111,-1.91280404113743,-2.03587802963941
"Stard9",0.504659964231141,0.34775847049022,0.193464320105013,0.0443192814780844,-0.0957337181662953,-0.221836978453041,-0.330990519338905,-0.421898409827521,-0.496414608388876,-0.56220816335485,-0.625754942242707,-0.688126724993322,-0.749406016950277,-0.809675323457186,-0.869017149857623,-0.927514001495189,-0.985248383713499,-1.04230280185612,-1.09875976126666,-1.15470176728871
"Stat2",0.931352177233143,0.709790335392391,0.543834740636245,0.477256152097754,0.441048724118501,0.292108721622522,0.028007180007576,-0.227254197622664,-0.403704142654545,-0.541385270036996,-0.680736516210125,-0.827571034849588,-0.981363368937714,-1.14158806145683,-1.30771965538928,-1.47923269371738,-1.65560171942348,-1.83630127548993,-2.02080590489902,-2.20859015063312
"Stxbp6",0.89214621811775,0.752386056020795,0.652793976099394,0.624414581950901,0.608981774304685,0.48883772098109,0.244314861900949,-0.0558168060650098,-0.357212139725907,-0.638504457346704,-0.886449165572038,-1.10098005904844,-1.2844433738011,-1.43918534585522,-1.56755221123599,-1.67189020596859,-1.75454556607822,-1.81786452759007,-1.86419332652933,-1.8958781989212
"Tmem140",1.26282295061638,1.08130987697013,0.915117062037983,0.774968755073366,0.622267794858578,0.387073279714648,0.0809830175936743,-0.211388891237987,-0.440544523294924,-0.627885848693321,-0.79635489554322,-0.950360057440207,-1.0909169528701,-1.21904120031871,-1.33574841827186,-1.44205422521538,-1.53897423963508,-1.62752408001678,-1.7087193648463,-1.78357571260946
"Tppp3",1.35646680342247,0.93947778395508,0.614632863192628,0.455499730750733,0.362926158257709,0.124788999922982,-0.245944599091278,-0.534314244642416,-0.632813266804169,-0.64946487845981,-0.686170612807856,-0.756691173866944,-0.858652167536575,-0.989679199716244,-1.14739787630545,-1.3294338032037,-1.5334125863105,-1.75695983152533,-1.9977011447477,-2.2532621318771
"Txnip",1.17922157624911,0.985422403089965,0.797492231152975,0.619538306862439,0.436758686166429,0.223287580575346,0.00248048101138109,-0.158600229914404,-0.237177127947045,-0.296691559110135,-0.393160356742759,-0.53269519032047,-0.712272068546392,-0.928867000123633,-1.17945599375531,-1.46101505814452,-1.77052020199438,-2.10494743400801,-2.46127276288853,-2.83647219733903
"Zbtb16",1.64686068428365,1.37203024957297,1.13350955133185,0.961409505600852,0.833106459715523,0.690693310108658,0.530072285012227,0.395585974919035,0.304562205395393,0.220299058484569,0.11010143468457,-0.0293532518810233,-0.196010642104533,-0.387816376878268,-0.602716097094551,-0.838655443645694,-1.09358005742401,-1.36543557932182,-1.65216765023143,-1.95172191104517
"Zfp503",0.468948882917845,0.357828227075998,0.244337358804267,0.126601806271727,0.0074346436854513,-0.107313432358642,-0.21843510838307,-0.332673344125693,-0.453003357409765,-0.574917782118313,-0.694318839028113,-0.810748801502161,-0.92441629249632,-1.03552993496644,-1.14429835186839,-1.25093016615802,-1.35563400079119,-1.45861847872375,-1.56009222291157,-1.6602638563105
"Zscan26",0.915387995777353,0.761670844318098,0.607181959884006,0.45125826630214,0.294041855144086,0.13628835518255,-0.020658051330045,-0.174950602667353,-0.325833372006899,-0.474636452961445,-0.622582208478988,-0.769897216844649,-0.916625767574645,-1.06281215018524,-1.20850065419261,-1.35373556911302,-1.49856118446268,-1.64302178975782,-1.78716167451467,-1.93102512824944
"Arl4d",1.47320390091213,1.31826752059909,1.20921145286062,1.17851295825019,1.11587624697911,0.821525438150145,0.355318112624701,0.00903681656695386,-0.0769663042553684,-0.0626026303255973,-0.0968322186396934,-0.198690425326297,-0.363428534863057,-0.586297831727606,-0.862549600397591,-1.18743512535064,-1.55620569106439,-1.96411258201649,-2.40640708268458,-2.87834047754629
"Btg2",1.01534891204973,0.648438464784465,0.331117998383687,0.10722513083328,-0.0143326818439711,-0.051337474298441,-0.0484750284128914,-0.0735984380908227,-0.162722057956976,-0.290412568645323,-0.431493797469882,-0.581538135820032,-0.739916216153502,-0.90599867092801,-1.07915613260129,-1.25875923363104,-1.44417860647499,-1.63478488359087,-1.82994869743639,-2.02904068046929
"Tmem87b",-0.204388614138744,-0.203607913187386,-0.207330561780711,-0.220001805859249,-0.249240849732108,-0.303802007135626,-0.370570135167831,-0.417090351802064,-0.431054876450308,-0.439344996204434,-0.465885447395805,-0.513148290596769,-0.57967845032354,-0.664020851092323,-0.764720417419317,-0.880322073820756,-1.00937074481284,-1.15041135491177,-1.30198882863376,-1.46264809049504
"Ager",1.45898821161147,1.3072767108091,1.15057934667581,0.985067457604893,0.818336369597788,0.666576393910385,0.552253633115243,0.502974874492031,0.515509120381855,0.528256250717867,0.489231224121669,0.393741474037164,0.245751814700508,0.0492270603478538,-0.191867974784646,-0.473568476460835,-0.791909630444562,-1.14292662249967,-1.52265463839001,-1.92712886387942
"E330013P04Rik",1.4891439703211,1.26955490280645,1.13065273368976,1.13480507139322,1.16507848265972,0.98830625372926,0.624630359220072,0.321287348124189,0.204103256378289,0.155453972858668,0.063940510272649,-0.0843071023662905,-0.285305132350195,-0.535069846971112,-0.829617513521093,-1.16496439929218,-1.53712677157641,-1.94212089766585,-2.37596304485253,-2.83466948042851
"Heg1",0.815870114701105,0.463182928793674,0.245298720862455,0.26781551097965,0.355923298526579,0.151620268320041,-0.33361912900176,-0.756576357795583,-0.926028620825067,-0.958662806780052,-0.971596976200213,-0.983041749401002,-0.993101708127788,-1.00188143412593,-1.00948550914078,-1.01601851491772,-1.0215850332021,-1.02628964573929,-1.03023693427464,-1.03353148055353
"Lrrn4cl",0.704536199746576,0.525998213495643,0.42007792387198,0.442786765700788,0.48713957921921,0.339564318665232,-0.000634362481296192,-0.34289572196002,-0.573585602890048,-0.736447121734191,-0.879167188282274,-1.00983967297181,-1.12931052741849,-1.23842570323799,-1.33803115204598,-1.42897282545816,-1.51209667509021,-1.58824865255781,-1.65827470947663,-1.72302079746237
"Lypd1",1.11043951795487,1.00790897350215,0.886175514936745,0.731161590807386,0.581925345029433,0.511915324120733,0.518471514079103,0.530633187319011,0.505370214992111,0.456718422623414,0.400557259331256,0.339626890063158,0.274262196752128,0.204798061331176,0.131569365733313,0.0549109918915422,-0.0248421782611275,-0.107355262791683,-0.19229337976712,-0.279321647254428
"Mfap5",0.959096344044498,0.616009813564279,0.399537089265555,0.409552339869538,0.492003218854413,0.32573551116749,-0.0986372400707906,-0.510169258056379,-0.749512913372747,-0.885817605874298,-0.99269356345368,-1.08254149354475,-1.156557062426,-1.21593593637591,-1.26187378167299,-1.29556626459571,-1.31820905142257,-1.33099780843207,-1.33512820190269,-1.33179589811292
"Adamts5",0.612472454453491,0.4964626960903,0.43755066580215,0.478545886997819,0.517270339131772,0.357767500711797,0.0128857686923518,-0.31723686883319,-0.518071764546016,-0.648546017897989,-0.769339289074583,-0.889857168646416,-1.01011899393577,-1.13014410226491,-1.24995183095611,-1.36956151733164,-1.48899249871378,-1.60826411242478,-1.72739569578693,-1.84640658612249
"Cyth3",0.796125778218741,0.45039218197711,0.217201471360916,0.188315024529339,0.270608236310688,0.24649415334631,0.0727250372795952,-0.136380297656157,-0.308527757998106,-0.460894667292114,-0.614443612524678,-0.772170274309909,-0.93378130364971,-1.098983351546,-1.26748306900069,-1.43898710701569,-1.61320211659291,-1.78983474873427,-1.96859165444168,-2.14917948471704
"Cdk14",0.55352109550886,0.232541348308184,0.0308791200751481,0.0447956264666295,0.16054236727854,0.124952691342246,-0.0802241251347051,-0.261801327394302,-0.317263157217769,-0.328661972871974,-0.374897775311773,-0.465543301549431,-0.59748020982642,-0.767590158384212,-0.972754805464274,-1.20985580930807,-1.47577482815709,-1.76739352025278,-2.08159354383663,-2.4152565571501
"Rnf112",1.6029050916003,1.52795475391383,1.36129721567879,1.02690590502426,0.58227792347866,0.178048954958307,-0.0997504731554015,-0.224989688380702,-0.218084728306408,-0.183096988029276,-0.206985269172653,-0.29915258226274,-0.454804541333066,-0.669146760417161,-0.937384853548547,-1.25472443476075,-1.6163711180873,-2.01753051756172,-2.45340824721754,-2.91920992108829
"Sema3b",0.914647522826647,1.02069722187645,1.07266498064916,1.02269200680084,0.860326519433941,0.603856062959846,0.30334469698004,0.0362523230096915,-0.160048090962577,-0.325431476600214,-0.49732815601419,-0.680840479605133,-0.875152825360758,-1.07944957126877,-1.29291509531688,-1.5147337754928,-1.74408998978424,-1.9801681161789,-2.22215253266451,-2.46922761722876
"Sned1",0.953578991540236,0.780178240925614,0.630711365228574,0.523298431756223,0.4176824577102,0.237238907946969,0.0156310872241947,-0.115154357177654,-0.104954609490444,-0.0640685271008537,-0.0907427744819516,-0.195542570585879,-0.372982131215926,-0.617575672175388,-0.923837409267555,-1.28628155829572,-1.69942233506318,-2.15777395537322,-2.65585063502913,-3.18816658983422
"Sulf2",0.789604519320778,0.618159664707835,0.49803967737701,0.469271836474209,0.462686583068026,0.338953313653165,0.124820574619378,-0.00438783279341215,0.0257857131713863,0.090189520120543,0.0758747307483554,-0.029246188744093,-0.218797054871101,-0.486401684146961,-0.825683893085976,-1.23026749820244,-1.69377631601066,-2.20983416302493,-2.77206485575954,-3.3740922107288
"Tm4sf1",0.562786527371989,0.288592481698312,0.125900500707473,0.163073030008019,0.270437358188563,0.175124735285886,-0.122628482445013,-0.377241453865625,-0.458213265971229,-0.467782600692608,-0.504733532338966,-0.581960875129686,-0.696636518371564,-0.845932351371389,-1.02702026343595,-1.23707214387204,-1.47325988198646,-1.73275536708598,-2.01273048847741,-2.31035713546753
"Tmem47",1.80552417149726,1.45308099620451,1.15802088063956,0.967757843258325,0.844006631010437,0.692022624065979,0.521092481726702,0.433778145928706,0.465052674811246,0.516550555527571,0.501582619769495,0.411210475375288,0.250728820722925,0.0254323541903842,-0.259384225844359,-0.598426221003321,-0.986398932908538,-1.41800766318202,-1.8879577134458,-2.39095438532189
"D630033O11Rik",0.469814701930344,0.48856719990318,0.503306257205914,0.507941686502602,0.464460646315776,0.315334505220042,0.0703417042935332,-0.200528325337648,-0.449193985443088,-0.672774228243975,-0.873249250415267,-1.05220280875617,-1.21114608761165,-1.35159027132665,-1.47504654424611,-1.58302609071501,-1.67704009507828,-1.75859974168088,-1.82921621486776,-1.89040069898387
"Fam111a",1.02268956873647,0.510421415893368,0.199475449353061,0.25120885868817,0.458110094174785,0.368750038197558,-0.0375625145491225,-0.394070704376139,-0.501013210105055,-0.498434203239362,-0.523589500717274,-0.594973542422249,-0.709340259447764,-0.863443582887289,-1.05403744383431,-1.27787577338228,-1.53171250262469,-1.81230156265501,-2.11639688456671,-2.44075239945326
"Birc3",0.80887710277666,0.759342701932274,0.709003173780639,0.652693666846756,0.524948627903113,0.225837814651196,-0.172196536318269,-0.443439975690517,-0.485200411570106,-0.436404496003912,-0.424888960149449,-0.467237603220969,-0.559668214835937,-0.698398584611815,-0.879646502166069,-1.09962975711617,-1.35456613907956,-1.64067343767374,-1.95416944251614,-2.29127194322423
"Mmp3",1.37059138508718,0.944269303627981,0.656133149142789,0.617025394444697,0.685805518299773,0.555703690127677,0.232980128956842,0.00497628780349548,0.0098428923839213,0.0864461886470136,0.0853913148492027,-0.0107921722025235,-0.195424574870523,-0.461826195517161,-0.803317336504798,-1.2132183001958,-1.68484938895252,-2.21153090513733,-2.7865831511126,-3.40332642924067
"Itga2b",0.977097568812625,0.867886128807155,0.75320191059665,0.626130712566148,0.455233745033915,0.195032103705361,-0.130284864458109,-0.434442969619404,-0.666368448799421,-0.845326701229497,-0.992742524614647,-1.11351256975928,-1.20950783778364,-1.28259932980799,-1.33465804695258,-1.36755499033766,-1.38316116108349,-1.38334756031032,-1.3699851891384,-1.34494504868799
"Sema3c",0.498805095704778,0.435824670819247,0.417650121519484,0.4767333843393,0.516146488634842,0.356085895274734,0.0183014135504148,-0.294888002505612,-0.470708309331864,-0.576804445441,-0.681093930464725,-0.793598379101105,-0.913740956776818,-1.04094482891855,-1.17463316095298,-1.31422911830678,-1.45915586640665,-1.60883657067926,-1.76269439655128,-1.92015250944942
