"","l1.t.0.580472279743976","l1.t.0.473299333927341","l1.t.0.366126388110706","l1.t.0.258953442294071","l1.t.0.151780496477436","l1.t.0.0446075506608015","l1.t0.0625653951558334","l1.t0.169738340972468","l1.t0.276911286789103","l1.t0.384084232605738","l1.t0.491257178422373","l1.t0.598430124239008","l1.t0.705603070055643","l1.t0.812776015872277","l1.t0.919948961688912","l1.t1.02712190750555","l1.t1.13429485332218","l1.t1.24146779913882","l1.t1.34864074495545","l1.t1.45581369077209"
"Mirg",-0.773666509278823,-0.554115275155102,-0.32663698304999,-0.0896579817264552,0.0785382744699384,0.050744988389949,-0.133812067241889,-0.287333462518012,-0.31140816626078,-0.285640027975927,-0.286589484658546,-0.323942450265031,-0.39514275978631,-0.497634248213326,-0.628860750537006,-0.786266101748293,-0.967294136838121,-1.16938869079743,-1.38999359861715,-1.62655269528822
"Gbp7",1.20977498228225,0.844773918043022,0.560133765373454,0.419690122285885,0.332211418619824,0.10504700507337,-0.252261205480939,-0.548667471473503,-0.683166263553139,-0.736162499667226,-0.785575511703652,-0.842987368376377,-0.907836410455912,-0.979560978712797,-1.05759941391755,-1.14139005684071,-1.23037124825281,-1.32398132892437,-1.42165863962592,-1.52284152112798
"Rab25",0.566556621238623,0.521538653734535,0.500209877917158,0.525670145582274,0.633837734074039,0.862929177258904,1.11975299512954,1.19502819016716,1.00356522130231,0.701353923520977,0.429521416197667,0.2069794392713,0.0302669327286187,-0.10407716344366,-0.199513909258775,-0.259504364730008,-0.287509589870624,-0.286990644693873,-0.261408589213028,-0.214224483441349
"Tia1",0.899763707679348,0.0270517198688263,-0.503418257757609,-0.412207514520392,0.0232589593808806,0.153184727019153,-0.100001757366481,-0.298049803580482,-0.208917508049529,-0.0226190324092751,0.0786550404607383,0.0730566590788583,-0.0319098552389818,-0.228740181176873,-0.509929997418911,-0.867974982649188,-1.29537081555175,-1.78461317481072,-2.32819773911015,-2.91862018713416
"Spon2",1.17132167943639,0.943272454184477,0.760469950208289,0.656433840300635,0.544261050656411,0.258817690436819,-0.198027859364303,-0.674335363529439,-1.06355286291364,-1.35444358296549,-1.547901058936,-1.64951470853096,-1.66573357971909,-1.6030067204691,-1.46778317874971,-1.26651200252966,-1.00564223977766,-0.691622938462424,-0.330903146552682,0.0700680879828483
"Spock3",-2.19974194010468,-1.71359062548383,-1.26334375179115,-0.877757260149603,-0.519514621455388,-0.108122288384669,0.350071898957163,0.770664099985951,1.09623541461215,1.32529927961825,1.46284557136694,1.51473060293266,1.48696929766716,1.38557657892221,1.21656737004956,0.985956594400972,0.699759175328197,0.363990036182993,-0.0153358996828796,-0.432203708917669
"Dpep1",1.89386740480659,1.57076369679839,1.28993292032026,1.08411075292189,0.892921145281031,0.595725427943493,0.205271889207216,-0.146091758741127,-0.386158023671605,-0.56378179477753,-0.727410365464435,-0.884904315097262,-1.03669440170307,-1.18321138330894,-1.32488601794192,-1.46214906362908,-1.59543127839749,-1.72516342027422,-1.85177624728632,-1.97570051746087
"Tmem150c",1.73160859425569,1.58566474109592,1.41702787239817,1.20733127056407,0.977346506522062,0.774511914728975,0.615381537982507,0.48841556227405,0.379898629874694,0.273873693772253,0.157926288315408,0.0307990180801228,-0.106723094280644,-0.253855026113914,-0.409811754766729,-0.573808257586117,-0.745059511919113,-0.92278049511275,-1.10618618451406,-1.29449155747007
"Creb5",0.86525529136681,0.680181688021633,0.560637758315275,0.556644139922036,0.56397674794995,0.378306036480326,0.0110427355021826,-0.332831671894482,-0.537170369671077,-0.665765708895083,-0.783639370959765,-0.900889472223794,-1.01755979759546,-1.13369413198305,-1.24933626029486,-1.36452996743917,-1.47931903832428,-1.59374725785847,-1.70785841095004,-1.82169628250727
"Cebpd",0.555359674962339,0.628455192688774,0.687266143462941,0.719100078696554,0.720439626063332,0.694875372135056,0.654901415712608,0.620630113752674,0.592649291924244,0.534303711468672,0.414890971281261,0.233347932316236,-0.0059627684050582,-0.298678493861279,-0.640436607031082,-1.02687447089313,-1.45362944842607,-1.91633890260857,-2.41064019641928,-2.93217069283686
"Bag3",-0.858259623671246,-0.547259672507634,-0.25858266212097,-0.0154922471882477,0.126219702045192,0.093124130776148,-0.0772399877560885,-0.248571544835968,-0.344196629018546,-0.406166910848117,-0.477117124634472,-0.562771606224469,-0.662097858038766,-0.774063382498016,-0.897635682022872,-1.03178225903399,-1.17547061595201,-1.32766825519762,-1.48734267919144,-1.65346139035414
"Cdkn2c",0.404127060809824,-0.0141226451644279,-0.205078549792656,0.023971851072134,0.593344913758589,1.22813489551498,1.68696594392876,1.7636950859385,1.40841285685927,0.862906060744517,0.339259378808535,-0.132773734235405,-0.556817456459546,-0.936495965936141,-1.27543344073743,-1.57725405893569,-1.84558199860314,-2.08404143781203,-2.29625655463462,-2.48585152714316
"Cox4i2",0.424465342199509,0.515302133631897,0.607463059628181,0.701465234967894,0.78796172493157,0.85074474150147,0.878751454496001,0.865703976789777,0.811820896023759,0.729231288701685,0.628623039138587,0.512566808896094,0.382147317245524,0.238449283458197,0.0825574268054299,-0.0844435334414523,-0.261468878011134,-0.447433887632295,-0.641253843033613,-0.841844024943771
"Skil",-2.01620728301725,-1.81474258328146,-1.52601478660753,-1.07926273699824,-0.552391075624413,-0.12480955136918,0.137388098609723,0.271214681707427,0.316886399957899,0.313852034304689,0.292888344258583,0.259495274853681,0.21454558658864,0.158912039962116,0.093467395472772,0.0190844136192685,-0.0633641450997359,-0.15300552018559,-0.248966951139618,-0.350375677463176
"Fbxo32",-2.18018839953357,-1.94562886320932,-1.62043779752551,-1.1315168934129,-0.565561654496505,-0.1171258257532,0.164495723398962,0.361430560961658,0.526822132064097,0.650608329292373,0.720371685990704,0.737325184794785,0.705177004253158,0.627635322914358,0.508408319326922,0.351204172039379,0.159731059600271,-0.0623028394418731,-0.3111893465385,-0.583220283141087
"Dysf",-2.62919315916673,-1.96269458661074,-1.31019966144497,-0.68585131308007,-0.118035653629353,0.355010788596281,0.703541738748669,0.905872148632407,0.972070407881669,0.971427396074902,0.962843603990179,0.955367248789701,0.948920568974746,0.943425803046564,0.938805189506413,0.934980966855563,0.931875373595263,0.929410648226792,0.927509029251399,0.926092755170343
"Atg2a",-2.14577119518331,-2.00270734014734,-1.72621081985376,-1.20806834260285,-0.567204799002845,-0.0752634952161255,0.213826370257319,0.442781531542733,0.69441601794506,0.92585471088931,1.09402890287412,1.1961922772129,1.23697995143343,1.22102704306354,1.15296866963101,1.03743994866367,0.879075997689272,0.682511934235681,0.452382875830653,0.193323940002023
"Tlr2",-0.773539998216004,-0.664675946871439,-0.563823310754964,-0.479322865076967,-0.431076574572263,-0.445263938030888,-0.508792275697434,-0.573584969886562,-0.609337001142591,-0.621495843478925,-0.617584152973986,-0.599601114217824,-0.568534782732926,-0.525373214041787,-0.47110446366689,-0.406716587130711,-0.333197639955759,-0.251535677664499,-0.162718755779421,-0.0677349298230416
"Cdh5",-0.73501758850319,-0.580790510964333,-0.421716937163524,-0.253462329958035,-0.074419390691416,0.114521740469918,0.302574979223821,0.470267215148395,0.60770373567448,0.723588812129981,0.826454919431024,0.918277771366547,0.999832798211979,1.07189543024275,1.13524109773429,1.19064523096204,1.23888326020142,1.28073061572787,1.31696272781682,1.3483550267437
"Il1a",-0.465397903613021,-0.355065975763022,-0.244734073609408,-0.134402179073812,-0.0240696983814534,0.0862640526586259,0.196593615200124,0.306908101274683,0.417202150153394,0.527481161068316,0.637750385367792,0.748011138407418,0.858264015018262,0.968509610031387,1.07874851827786,1.18898133458874,1.29920865379511,1.40943107072802,1.51964918021853,1.62986357709773
"Tsc22d3",1.54226134302504,1.30208671443879,1.04590794084378,0.762626204681265,0.494089427659524,0.31610777975948,0.222888899307479,0.135461546716111,0.00417773527339238,-0.160601258428194,-0.345407394600914,-0.547151396958722,-0.764643930128446,-0.996695658736916,-1.24211724741097,-1.49971936077745,-1.76831266346317,-2.04670782009499,-2.33371549529972,-2.6281463537042
"Zbp1",1.40968841046652,1.16258152053968,0.959431650926706,0.831679008364167,0.678409654446257,0.315025446467252,-0.216218118994911,-0.670110535938015,-0.91189233392611,-1.02804347439297,-1.10512805388491,-1.15797887017117,-1.18829755859888,-1.19778575451516,-1.18814509326714,-1.16107721020196,-1.11828374066672,-1.06146632000858,-0.992326583574643,-0.912566166712042
"Arrdc3",0.951094128223317,0.823269538034622,0.666042195463762,0.453289679676299,0.177818654822046,-0.149355898198038,-0.432057088442814,-0.499650756384106,-0.303579836354293,-0.0299274323416752,0.158226562993808,0.24185206415823,0.228288805346143,0.124876520752107,-0.0610450554293362,-0.322136189003616,-0.651057145776191,-1.04046819155251,-1.48302959213801,-1.97140161333814
"Abca1",0.0308511335417346,0.0530365876929839,0.0679004526077316,0.0684494469440893,0.0457263330830376,-0.00993307934024482,-0.0947470757598628,-0.192977772655929,-0.29419516530908,-0.398746909941177,-0.507760025730615,-0.621149173339847,-0.73860707855969,-0.859826467180954,-0.984500064994452,-1.11232059779098,-1.24298079136136,-1.3761733714964,-1.5115910639869,-1.64892659462369
"Tnfaip6",0.661736090703978,0.442365483405614,0.310242838421272,0.332474247084718,0.377733975446191,0.185648916129779,-0.231591146578808,-0.617159873641953,-0.823107762929093,-0.9225089785965,-0.991391762488847,-1.04257106255351,-1.07728997395456,-1.09679159185609,-1.10231901142218,-1.09511532781691,-1.07642363620436,-1.04748703174861,-1.00954860961375,-0.963851464963862
"Mpz",-0.0276786398678038,0.107055412295219,0.206701997184116,0.242475704234671,0.240813794986793,0.264369556342121,0.305648919820148,0.294209401157865,0.195374181818122,0.0459229306321685,-0.119280931055846,-0.294262493693835,-0.47833519112989,-0.670812457212127,-0.871007725788641,-1.07823443070754,-1.29180600581692,-1.51103588496489,-1.73523750199956,-1.96372429076901
"Rasgrp2",0.519548962945067,0.481010389142273,0.447047836839631,0.421887496802731,0.409006056478258,0.411080286597013,0.425926899744203,0.447053402163712,0.468951827515069,0.488251730832269,0.502596806617333,0.511920485061131,0.516575356355115,0.516914010690706,0.513289038259343,0.50605302925246,0.49555857386149,0.482158262277863,0.466204684693018,0.448050431298389
"Akr1cl",0.901914554811678,0.860713950434383,0.811719478245349,0.748287110806944,0.672621899720288,0.593318080576254,0.518769968345349,0.457003370252782,0.409226044123594,0.363839376439623,0.310867658483012,0.249278753767409,0.179677739987819,0.102669694839254,0.0188596960167219,-0.0711471787847652,-0.1667458518702,-0.267331245544573,-0.372298282112873,-0.481041883880091
"Slpi",0.941963418213239,0.771995081524627,0.678241454120241,0.723076486943685,0.846847583167431,0.906421089462086,0.848573452711937,0.702033481342428,0.507197977468675,0.321017256695075,0.188265214295109,0.112488308454647,0.0896858849849741,0.115857289697381,0.187001868403159,0.299118966913593,0.448207931039969,0.630268106593584,0.841298839385719,1.07729947522767
"Cotl1",-1.68792669680598,-1.65231550802105,-1.47984345674276,-1.05965139498827,-0.515691074929083,-0.130928061862383,0.01531911119378,0.0283464887066178,-0.00442228927775422,-0.0413680492546748,-0.054505962685603,-0.0410823019067221,-0.00296215543801794,0.0579893882005353,0.139907240488972,0.240926312907296,0.359181516935546,0.492807764053737,0.639939965741899,0.798713033480059
"Adamtsl3",1.13904725558731,0.95573538575884,0.772427711565938,0.589127722151532,0.405832946912592,0.222536849408169,0.0392374984131748,-0.144062855879832,-0.327362666149547,-0.510661983361038,-0.693960988553464,-0.877259725651895,-1.06055821348123,-1.24385647086638,-1.42715451663223,-1.6104523696037,-1.79375004860568,-1.97704757246307,-2.16034496000079,-2.34364223004372
"Adh5",-0.47874914921063,-0.727918562525306,-0.846920393419228,-0.728636646933881,-0.466306651883384,-0.286206293635242,-0.190988209933186,0.0176014378123104,0.411104843079256,0.809373750990342,1.05348083899536,1.12884958060249,1.04732836816457,0.820765594034428,0.461009650564891,-0.0200910698912221,-0.610688174981077,-1.29893327235185,-2.0729779696507,-2.92097387452482
"Col17a1",1.67374413016408,1.51454024783355,1.35269975066766,1.18406383081821,0.981344187908286,0.704184394567293,0.38119954219436,0.102343850816858,-0.0889922688626535,-0.241090703642136,-0.399142324247064,-0.569414409213102,-0.751048867539744,-0.94318760822649,-1.14497254027283,-1.35554557267826,-1.57404861444228,-1.79962357456438,-2.03141236204404,-2.26855688588078
"Glul",0.435504177195525,0.336148102513095,0.27494644889742,0.279075951354792,0.259283900854302,0.0522710347017158,-0.313828856406022,-0.639494924367918,-0.812690365384255,-0.897314713593417,-0.958320077953687,-1.00651701154158,-1.04280489091527,-1.06808309263294,-1.08325099325274,-1.08920796933286,-1.08685339743148,-1.07708665410675,-1.06080711591686,-1.03891415941998
"Dkk2",0.475399191678275,0.279295359758924,0.106922187040925,-0.017178613712354,-0.0364689682829053,0.121195335379746,0.385960175709874,0.561864909164983,0.543762631693473,0.40572649512185,0.221213071413933,0.00355580533506259,-0.244918023887046,-0.521881137024673,-0.8250062548501,-1.15196609813561,-1.50043338765348,-1.868080844176,-2.25258118847544,-2.65160714132409
"Ngb",0.360568986294278,0.345053250722951,0.360593296751073,0.433840104734577,0.55860223695399,0.704220135465254,0.826540038384377,0.87019605922159,0.816065088694002,0.713969033180242,0.608483194515275,0.506308397539031,0.407212149034276,0.310961955783777,0.217325324570302,0.126069762176619,0.0369627753854939,-0.0502281290203035,-0.135735444258008,-0.219791663544852
"Ogt",1.091993023308,0.699913830789204,0.415579655364775,0.323535927682311,0.286162708122404,0.0219045528857403,-0.435328162864966,-0.768891855401833,-0.820892044387568,-0.750819112099069,-0.709072646164902,-0.716033758223506,-0.768282321748028,-0.8623982102116,-0.994961297087368,-1.16255145584846,-1.36174855996802,-1.58913248291917,-1.84128309817506,-2.11478027920884
"Scg3",1.1678716503493,1.0310594235237,0.916071534854786,0.839809752768299,0.771121925580219,0.646932310687249,0.457498455620219,0.241160389591843,0.023695206354157,-0.195931912701767,-0.420743670351611,-0.650891098276536,-0.885999538811385,-1.12569433429099,-1.3696008270502,-1.61734435942385,-1.86855027374678,-2.12284391235383,-2.37985061757983,-2.63919573175964
"1700019D03Rik",0.79030261868822,0.687888966218299,0.643242826106014,0.699662632067114,0.753577166882457,0.60610502441242,0.263955886101135,-0.0816469404241691,-0.318634287005779,-0.4960618050739,-0.665870624633248,-0.836074396377173,-1.00664538773307,-1.17755586612833,-1.34877809899033,-1.52028435374648,-1.69204689782416,-1.86403799865076,-2.03622992365368,-2.20859494026029
"Thsd7a",0.929990016591821,0.838032926820987,0.737847743072008,0.625230776880113,0.543736035097627,0.56712407815159,0.687498323690358,0.823717953197127,0.914071377769723,0.938244495425139,0.885177469131729,0.757582382552786,0.560692413080467,0.299740738106907,-0.0200394649757284,-0.393415018775298,-0.815152745899647,-1.28001946895663,-1.7827820105541,-2.31820719329989
"Smim5",0.475014447326117,0.448807382113086,0.437493100631375,0.456946779164351,0.549594372047393,0.770140479904117,1.04280406424058,1.17616220731444,1.08381347680142,0.884620199932486,0.688260181845646,0.510594805354612,0.350311378630579,0.206097209844742,0.0766396071682944,-0.039374121227567,-0.143256667171649,-0.236320722492758,-0.319878979019696,-0.395244128581272
"Arid5b",-0.896015555100432,-0.718678111936006,-0.488792404102919,-0.1682522132991,0.12994955060669,0.195895464846295,0.0524841832513194,-0.0688581247984645,-0.0480709104995009,0.0115828583810066,0.0118047242736028,-0.0584335092200106,-0.194184306933295,-0.39050013369971,-0.642433454352715,-0.945036733725774,-1.29336243665235,-1.68246302796591,-2.1073909724999,-2.56319873508779
"Ankrd12",-0.774322916416599,-0.752711075371232,-0.65969707216435,-0.438965900503752,-0.177506195729612,-0.0558978995599791,-0.0653406738945162,-0.0271918209049893,0.138544013388448,0.315027330340338,0.396234301082904,0.372016581107053,0.249776833328319,0.036917720662235,-0.259158093975681,-0.631047947669892,-1.07134917750487,-1.57265912056509,-2.12757511393501,-2.72869449469912
"Edil3",-3.18379769134191,-2.44143625447643,-1.72827396713005,-1.07372104872185,-0.535801744365068,-0.187918170137648,-0.00327547245009508,0.134118919017835,0.289965092133938,0.429436284560599,0.517680469715279,0.552477076922246,0.537579063866288,0.476739388232204,0.373711007704774,0.232246879968798,0.0560999627090667,-0.150976786389639,-0.385230409642517,-0.642907949364778
"Mme",1.3269316314489,0.483973524644165,-0.0695224880651134,-0.0913427868454469,0.269967666795388,0.595942988154284,0.707134658580214,0.642876726282562,0.469680043111115,0.290780180719991,0.188218325098208,0.169700849145878,0.229326362890705,0.361193476360399,0.559400799582674,0.818046942585237,1.13123051539578,1.49305012804202,1.89760439055167,2.33899191295243
"Arhgap20",0.894954744659129,0.785585470070561,0.696298337149245,0.641724551594205,0.579684233835026,0.430738130943864,0.187581177658747,-0.0921443128129222,-0.364235619258596,-0.614065881878954,-0.833282898393026,-1.02238187356824,-1.18347762231359,-1.31868495953807,-1.43011870015068,-1.51989365906041,-1.59012465117627,-1.64292649140723,-1.68041399466231,-1.70470197585049
"Prdm5",0.276291869373698,0.23397876445312,0.189469911123902,0.140523567984587,0.0823345381492652,0.00854085432567216,-0.0816187649212376,-0.183885503814426,-0.29460935931826,-0.411617158145083,-0.533282219123801,-0.659106007627394,-0.788796508020681,-0.922061704668471,-1.05860958193559,-1.19814812418685,-1.34038531578706,-1.48502914110105,-1.63178758449362,-1.78036863032961
"Nr1d1",0.386831926573148,0.293278534681561,0.1988985209268,0.107102229187966,0.078484945971151,0.208136264691191,0.461801481973166,0.689762482131861,0.804355257532256,0.842310643192076,0.843302571794602,0.815196984160304,0.760037036431376,0.679865884750008,0.576726685258404,0.452662594098757,0.30971676741326,0.149932361344112,-0.0246474679665017,-0.211979564376376
"Ifi47",1.3493790948566,1.1182180878231,0.880787767450498,0.631986968746789,0.377157219799121,0.129244550030227,-0.0978214891709099,-0.289497146630033,-0.443304624113887,-0.579513255424037,-0.715782372675874,-0.85468800275793,-0.996045016213133,-1.13966828358441,-1.28537267541469,-1.43297306224691,-1.58228431462399,-1.73312130308886,-1.88529889818444,-2.03863197045369
"Mgll",0.767726746736475,0.826376762399985,0.865117951702653,0.863423501593095,0.774776818490026,0.53830106011086,0.176725548969447,-0.212638543631934,-0.561110861367976,-0.858813536664956,-1.10390398020618,-1.29906076498222,-1.44779010990116,-1.55359823387111,-1.61999135580018,-1.65047569459645,-1.64855746916805,-1.61774289842307,-1.56153820126962,-1.48344959661579
"Bcam",0.754056427290746,0.764217081187234,0.772771568572124,0.77825860588482,0.779781971577893,0.776468065541335,0.760167453472462,0.716331032723666,0.640085699300619,0.545189393893968,0.443995430559458,0.338661039470487,0.229476951297298,0.116733896710129,0.000722606379217524,-0.118266189025192,-0.239941758832866,-0.364013372373561,-0.490190298977037,-0.618181807973057
"Defb6",0.285648321254027,0.48798814579974,0.685121618421667,0.870922734653927,1.0221075343335,1.10035490304998,1.01780809955415,0.643941117090053,-0.0211037127584222,-0.728479440601586,-1.26648837745028,-1.61369796772203,-1.7835056730322,-1.78930895499617,-1.64450527522931,-1.36249209534698,-0.95666687696457,-0.440427081697439,0.172829828839041,0.869706393029499
"Pear1",0.481376207153643,0.0291718265744433,-0.251341911959112,-0.220108036221123,-0.018170871492108,0.0230356779255103,-0.184654962262875,-0.508864606840939,-0.838134054296505,-1.11491264380362,-1.30055421766108,-1.39452005675166,-1.40324740606411,-1.33317351058709,-1.19073561530931,-0.982370965219487,-0.714516805306314,-0.39361038055849,-0.0260889359647177,0.381610283486308
"Adh7",1.84521151426134,1.69622211180187,1.52515112777963,1.31191425514446,1.04426978989412,0.718620162095717,0.387386680968959,0.15219603475469,0.0518571984037367,0.00371946659597234,-0.0663644148479582,-0.167995207897563,-0.298957765882249,-0.457036942131431,-0.640017589974522,-0.845684562740928,-1.07182271376006,-1.31621689636133,-1.57665196387415,-1.85091276962793
"Clec3b",0.940296564722231,0.822631187448657,0.729199893426693,0.677649718471931,0.616946084526256,0.451696291358998,0.186652790348776,-0.083590953130241,-0.302559718369303,-0.491436477872742,-0.673396132564936,-0.852211276831165,-1.0281027104723,-1.20129123328922,-1.37199764508279,-1.54044274565389,-1.70684733480339,-1.87143221233217,-2.0344181780411,-2.19602603173105
"Krt77",1.10947265779829,1.07632540671658,1.04456423791873,1.01527198136516,0.986607791331665,0.953388452150262,0.887287667690829,0.739750230710675,0.499411953375253,0.226230056642319,-0.0274974025014544,-0.255221468322277,-0.458768035248846,-0.639962997709862,-0.800632250134017,-0.942601686950005,-1.06769720258653,-1.17774469147227,-1.27457004803594,-1.35999916670622
"Trib2",0.298561098162215,0.207266829353999,0.129682006243822,0.0789468932889983,0.0725020100198276,0.127848142627437,0.205006475986315,0.213166342970279,0.108050674928742,-0.063693438648753,-0.257788808422105,-0.466515796884163,-0.688847007698038,-0.92375504452685,-1.17021251103372,-1.42719201088176,-1.6936661477341,-1.96860752525384,-2.25098874710411,-2.53978241694803
"H2-Eb1",1.1184889542043,0.703275473284731,0.462507701805277,0.54014548720194,0.817163931298845,0.994723685764878,0.969624675046583,0.816699170140536,0.608597035244799,0.402125651170202,0.239316723869935,0.123863345993056,0.0524403271389851,0.0217224769071385,0.0283846048969389,0.0691015207078071,0.140548033939154,0.239398954190412,0.362329091060994,0.506013254150325
"Cd200",-0.0828109417247662,0.0830026569721947,0.252313790838415,0.429513999813347,0.63429647705807,0.892830076269035,1.14476050932626,1.25314045401149,1.15653147764681,0.940645758922115,0.685113358344418,0.403786754087208,0.0984771517960858,-0.229004242883358,-0.576846224305545,-0.943237586824878,-1.32636712479575,-1.72442363257259,-2.13559590450979,-2.55807273496178
"Tbx18",-1.23623264228375,-0.958283613548627,-0.681581670091845,-0.411771943735139,-0.215713514505253,-0.196874372369647,-0.314314723720511,-0.398334705806602,-0.36067565462455,-0.274832057879368,-0.211300590259605,-0.179128285952507,-0.176113181511598,-0.20005331349041,-0.248746718442491,-0.319991432921375,-0.411585493480593,-0.521326936673691,-0.647013799054204,-0.786444117175662
"Kbtbd11",1.34044053302517,1.14253025360726,0.94642246341817,0.753635870991948,0.563398578163414,0.373349827013146,0.182405627579849,-0.00934946105423532,-0.202016510449171,-0.396122815545739,-0.592086216113085,-0.789863696350192,-0.989327876037055,-1.19035137495368,-1.39280681288006,-1.5965668095962,-1.8015039848821,-2.00749095851776,-2.21440035028318,-2.42210477995836
"Tspan11",0.786174259996866,0.338812910067194,0.00161339131503206,-0.134495315183163,-0.144400337117549,-0.214283662382759,-0.367751474438346,-0.48178286744131,-0.495574931187791,-0.475074066201685,-0.48185397462633,-0.523379975151608,-0.597212282508061,-0.70091111142621,-0.832036676636591,-0.98814919286974,-1.16680887485618,-1.36557593732645,-1.58201059501109,-1.81367306264063
"Gja1",1.51591796320539,1.13338193150872,0.799013694015668,0.551274946771027,0.338402090206454,0.0511957934702051,-0.272221020915988,-0.462147820391447,-0.451563821053553,-0.375350196869114,-0.354537867340136,-0.4037012762043,-0.517926898934671,-0.692301211004308,-0.921910687886277,-1.20184180505364,-1.52718103797946,-1.8930148621368,-2.29442975299873,-2.7265121860383
"Gas7",0.900579240422898,0.648417412845288,0.500667334041363,0.539995049586129,0.64383663255995,0.553078462780617,0.232434444653873,-0.151533842930678,-0.484410856598008,-0.763223013145418,-0.995893797965557,-1.18616572514061,-1.33701593834546,-1.45142158125501,-1.53235979754415,-1.58280773088778,-1.6057425249608,-1.6041413234381,-1.58098126999457,-1.53923950830512
"Reg1",0.382084129712446,0.43225573058702,0.481583859255902,0.528507490141228,0.560914428204153,0.559377433581887,0.51041984098117,0.406101338067968,0.247565702110425,0.0526870751389104,-0.162940263444827,-0.395876040081309,-0.644904898750747,-0.908811483433356,-1.18638043810935,-1.47639640675893,-1.77764403336233,-2.08890796189975,-2.40897283635141,-2.73662330069751
"Plk5",0.494952283042111,0.43946450161483,0.414273052142999,0.448323333580338,0.578791190191086,0.841899328199614,1.14371963312877,1.27535862432742,1.14533140180049,0.890683819415241,0.637206210759081,0.40320662909347,0.187317375190755,-0.0118292501767081,-0.195600946236571,-0.365365412216478,-0.522490347344079,-0.66834345084702,-0.80429242195295,-0.931704959889519
"Fstl3",0.446791674811279,0.476449423313667,0.454221088417247,0.341359303664891,0.232984646936957,0.311100717240222,0.570512556347776,0.837889297862037,0.99820777684326,1.05726309753105,1.03115465877691,0.927005503618488,0.750295459535379,0.506504354007196,0.20111201451354,-0.160401731465994,-0.572557056451797,-1.02987413296427,-1.52687313352382,-2.05807423065082
"Sostdc1",0.0636101870791992,0.050474081649149,0.0325184431335859,0.0097308489243404,0.0435585139238074,0.23338429122217,0.555839644916232,0.87768642512865,1.10422832061805,1.22055138238397,1.22360178955205,1.11927982446476,0.915124911452698,0.618676474846462,0.23747393897663,-0.220943271826203,-0.749035733231453,-1.33926402090853,-1.98408871052686,-2.67597037775583
"Alkbh1",-1.1425238913777,-1.58781454418052,-1.75822193500103,-1.42963945460679,-0.8297905036498,-0.488856223282034,-0.478787094769107,-0.458239335824698,-0.235286973174259,0.0735687892326093,0.352048298751417,0.584869026090377,0.775237018820597,0.92635832451315,1.04143899073916,1.12368506506969,1.17630259507584,1.20249762832873,1.20547621239942,1.188444394859
"Fap",0.64770993962366,0.491158830905471,0.377917597070124,0.341920427724156,0.327111909734725,0.218442648169651,0.015603951831246,-0.178647837070955,-0.308741811322927,-0.414698523196836,-0.535509667188742,-0.676038326147893,-0.834899984588974,-1.01071012702666,-1.20208423797565,-1.40763780195061,-1.62598630346623,-1.85574522703719,-2.09553005717818,-2.34395627840387
"Tcf7l2",0.349371715261885,0.293088838468585,0.265005291394827,0.285764312578255,0.297576069913512,0.192170712174435,-0.0210388511858463,-0.22715962051331,-0.362723014020077,-0.467989541682077,-0.582910792939085,-0.712781382636511,-0.856551604936656,-1.01317175400183,-1.18159212399432,-1.36076300907645,-1.54963470341051,-1.7471575011588,-1.95228169648362,-2.16395758354728
"Lgr4",-0.0668013009668717,-0.0506759647981081,-0.0354738795632791,-0.0228620654556883,-0.0254873436910909,-0.0626128966311608,-0.128540450358916,-0.1953272723854,-0.251052602124195,-0.31541297535233,-0.405997655524215,-0.523906551617788,-0.667221024284701,-0.834022434176622,-1.02239214194519,-1.23041150824208,-1.45616189371894,-1.69772465902742,-1.95318116481917,-2.22061277174586
"Wisp2",-1.56258816844014,-0.258469140424598,0.713638643324464,1.07537556912729,0.98917026051221,0.917601566927517,0.972034187377333,0.945541816746335,0.728599406399112,0.415952286220526,0.0986103836578436,-0.209869873333979,-0.510110727747462,-0.802734422575123,-1.08836320080948,-1.36761930544306,-1.64112497946837,-1.90950246587792,-2.17337400766426,-2.43336184781988
"Cys1",1.2160302384361,0.975348143888975,0.787667137316351,0.695966092254825,0.652936609144967,0.551281767149541,0.383758370233654,0.233131529846335,0.137298239668821,0.0437881502276572,-0.0951421304918142,-0.283921493521764,-0.519049658705064,-0.797026345884592,-1.11435127490321,-1.4675241656038,-1.85304473782924,-2.26741271142238,-2.70712780622612,-3.16868974208332
"Ism1",1.71328042876303,1.58843705212029,1.4315431971692,1.21171995975451,0.885860732622533,0.407503929445671,-0.166372399229058,-0.686988838511251,-1.06113968928984,-1.30626295530747,-1.44689625212315,-1.49247794518056,-1.44968232469967,-1.32518368090041,-1.12565630400272,-0.857774484226566,-0.528212511791887,-0.143644676918628,0.289254730173264,0.76381141926384
"Marcksl1",-1.22914655301908,-1.58287865632594,-1.70920732905864,-1.41649573691902,-0.801607953865002,-0.162227804212016,0.351508977119022,0.725250505148727,0.966410571832607,1.11442196278597,1.20346347464232,1.24183135575201,1.23308378403869,1.18077893742606,1.08847499383775,0.959730131197448,0.79810252742881,0.607150360455499,0.390431808201189,0.15150504858954
